"timestamp_normalizzato","target","evja_temp"
"2021_8_27_1_1",20.954,20.5
"2021_8_27_1_2",21.009,20.6
"2021_8_27_1_3",21.036,20.6
"2021_8_27_2_0",20.676,20.2
"2021_8_27_2_1",20.434,20.1
"2021_8_27_2_2",20.418,20
"2021_8_27_2_3",20.646,20.1
"2021_8_27_3_0",20.543,20
"2021_8_27_3_1",20.643,20.1
"2021_8_27_3_2",20.647,20
"2021_8_27_3_3",20.19,19.5
"2021_8_27_4_0",19.866,19.1
"2021_8_27_4_1",19.744,19
"2021_8_27_4_2",19.527,18.8
"2021_8_27_4_3",19.199,18.4
"2021_8_27_5_0",18.924,18.2
"2021_8_27_5_1",18.776,18
"2021_8_27_5_2",18.617,17.8
"2021_8_27_5_3",18.38,17.5
"2021_8_27_6_0",18.164,17.3
"2021_8_27_6_1",18.093,17.4
"2021_8_27_6_2",18.206,17.4
"2021_8_27_6_3",18.238,17.5
"2021_8_27_7_0",18.071,17.2
"2021_8_27_7_1",17.901,17
"2021_8_27_7_2",17.813,16.9
"2021_8_27_7_3",17.812,16.9
"2021_8_27_8_0",17.604,16.9
"2021_8_27_8_1",17.651,16.8
"2021_8_27_8_2",17.665,16.8
"2021_8_27_8_3",17.807,16.9
"2021_8_27_9_0",17.458,16.5
"2021_8_27_9_1",17.152,16.2
"2021_8_27_9_2",16.72,15.8
"2021_8_27_9_3",16.845,15.8
"2021_8_27_10_0",16.778,15.5
"2021_8_27_10_1",16.63,15.6
"2021_8_27_10_2",17.034,16.1
"2021_8_27_10_3",17.204,16.3
"2021_8_27_11_0",17.485,16.6
"2021_8_27_11_1",18.501,16.9
"2021_8_27_11_2",17.764,16.8
"2021_8_27_11_3",18.501,17.6
"2021_8_27_12_0",20.787,19.2
"2021_8_27_12_1",20.083,19.2
"2021_8_27_12_2",20.68,19.7
"2021_8_27_12_3",21.395,21.2
"2021_8_27_13_0",22.321,21.4
"2021_8_27_13_1",22.839,21.4
"2021_8_27_13_2",21.798,22.9
"2021_8_27_13_3",23.754,24.6
"2021_8_27_14_0",24.8,26.4
"2021_8_27_14_1",23.975,26.5
"2021_8_27_14_2",24.803,26.9
"2021_8_27_14_3",24.747,26.9
"2021_8_27_15_0",24.517,27
"2021_8_27_15_1",24.962,27.6
"2021_8_27_15_2",26.228,27.9
"2021_8_27_15_3",25.793,27
"2021_8_27_16_0",25.67,26.5
"2021_8_27_16_1",26.106,25.8
"2021_8_27_16_2",26.324,26.2
"2021_8_27_16_3",26.953,25.8
"2021_8_27_17_0",22.411,22.2
"2021_8_27_17_1",27.83,23.5
"2021_8_27_17_2",25.048,22.6
"2021_8_27_17_3",23.853,22.5
"2021_8_27_18_0",26.17,23.1
"2021_8_27_18_1",22.835,21.8
"2021_8_27_18_2",22.6,21.6
"2021_8_27_18_3",21.851,21.1
"2021_8_27_19_0",22.242,21.1
"2021_8_27_19_1",21.595,20.6
"2021_8_27_19_2",20.5,19.7
"2021_8_27_19_3",19.714,18.6
"2021_8_27_20_0",18.551,17.9
"2021_8_27_20_1",18.176,17.6
"2021_8_27_20_2",18.228,17.6
"2021_8_27_20_3",18.476,17.4
"2021_8_27_21_0",17.794,16.9
"2021_8_27_21_1",17.259,16.4
"2021_8_27_21_2",16.897,16
"2021_8_27_21_3",16.72,15.6
"2021_8_27_22_0",16.509,15.5
"2021_8_27_22_1",16.137,15.3
"2021_8_27_22_2",16.076,15.2
"2021_8_27_22_3",15.876,15
"2021_8_27_23_0",15.682,14.8
"2021_8_27_23_1",15.704,14.6
"2021_8_27_23_2",15.491,14.5
"2021_8_27_23_3",15.414,14.5
"2021_8_28_0_0",15.509,14.6
"2021_8_28_0_1",15.658,14.8
"2021_8_28_0_2",15.81,14.9
"2021_8_28_0_3",15.93,14.8
"2021_8_28_1_0",15.794,15.1
"2021_8_28_1_1",15.73,14.7
"2021_8_28_1_2",15.321,14.4
"2021_8_28_1_3",15.039,14.1
"2021_8_28_2_0",14.61,13.7
"2021_8_28_2_1",14.348,13.5
"2021_8_28_2_2",14.629,13.9
"2021_8_28_2_3",15.016,14.1
"2021_8_28_3_0",15.161,14.2
"2021_8_28_3_1",15.245,14.1
"2021_8_28_3_2",15.454,14.5
"2021_8_28_3_3",15.379,14.6
"2021_8_28_4_0",15.682,14.6
"2021_8_28_4_1",15.76,14.8
"2021_8_28_4_2",15.906,14.9
"2021_8_28_4_3",15.883,15.1
"2021_8_28_5_0",15.953,15.1
"2021_8_28_5_1",15.928,14.9
"2021_8_28_5_2",15.837,15.1
"2021_8_28_5_3",16.061,15.1
"2021_8_28_6_0",16.055,15.1
"2021_8_28_6_1",16.004,15.2
"2021_8_28_6_2",16.18,15.3
"2021_8_28_6_3",16.204,15.3
"2021_8_28_7_0",16.162,15.3
"2021_8_28_7_1",16.077,15.2
"2021_8_28_7_2",16.205,15.4
"2021_8_28_7_3",16.251,15.6
"2021_8_28_8_0",16.557,15.5
"2021_8_28_8_1",16.245,15.2
"2021_8_28_8_2",16.052,15.1
"2021_8_28_8_3",16.216,15.3
"2021_8_28_9_0",17.211,16.1
"2021_8_28_9_1",17.498,15.9
"2021_8_28_9_2",17.263,16
"2021_8_28_9_3",17.257,16.3
"2021_8_28_10_0",17.654,16.6
"2021_8_28_10_1",19.004,18
"2021_8_28_10_2",25.063,21.9
"2021_8_28_10_3",23.839,21.9
"2021_8_28_11_0",25.747,23.2
"2021_8_28_11_1",24.807,22.2
"2021_8_28_11_2",26.082,24.2
"2021_8_28_11_3",26.297,26.2
"2021_8_28_12_0",26.677,25.4
"2021_8_28_12_1",28.113,25.4
"2021_8_28_12_2",28.754,26.1
"2021_8_28_12_3",28.58,26.7
"2021_8_28_13_0",27.608,27
"2021_8_28_13_1",26.25,27.9
"2021_8_28_13_2",26.804,28.8
"2021_8_28_13_3",27.55,28.3
"2021_8_28_14_0",26.801,29.4
"2021_8_28_14_1",26.897,28.6
"2021_8_28_14_2",27.542,29.2
"2021_8_28_14_3",27.562,29.4
"2021_8_28_15_0",28.171,29.6
"2021_8_28_15_1",27.846,30.2
"2021_8_28_15_2",28.08,30.3
"2021_8_28_15_3",29.67,30.7
"2021_8_28_16_0",28.125,28
"2021_8_28_16_1",28.698,27.7
"2021_8_28_16_2",26.622,27.1
"2021_8_28_16_3",27.365,26.8
"2021_8_28_17_0",29.276,26.9
"2021_8_28_17_1",27.941,26
"2021_8_28_17_2",27.776,25.4
"2021_8_28_17_3",28.331,25
"2021_8_28_18_0",27.253,24.1
"2021_8_28_18_1",26.16,24
"2021_8_28_18_2",24.125,23.2
"2021_8_28_18_3",23.397,22.5
"2021_8_28_19_0",22.907,21.9
"2021_8_28_19_1",21.658,21.1
"2021_8_28_19_2",20.707,20.1
"2021_8_28_19_3",19.618,18.9
"2021_8_28_20_0",18.577,17.9
"2021_8_28_20_1",18.145,17.1
"2021_8_28_20_2",17.339,16.8
"2021_8_28_20_3",17.162,16.4
"2021_8_28_21_0",16.649,16.4
"2021_8_28_21_1",17.173,16.6
"2021_8_28_21_2",17.262,16.8
"2021_8_28_21_3",17.501,17
"2021_8_28_22_0",18.414,17.8
"2021_8_28_22_1",18.427,17.9
"2021_8_28_22_2",17.645,17
"2021_8_28_22_3",17.268,16.6
"2021_8_28_23_0",16.86,16.1
"2021_8_28_23_1",16.633,15.8
"2021_8_28_23_2",16.371,15.5
"2021_8_28_23_3",16.004,15.4
"2021_8_29_0_0",16.208,15.4
"2021_8_29_0_1",16.208,15.6
"2021_8_29_0_2",16.272,15.6
"2021_8_29_0_3",16.716,16
"2021_8_29_1_0",16.952,15.9
"2021_8_29_1_1",15.852,15.1
"2021_8_29_1_2",15.779,15
"2021_8_29_1_3",15.737,15
"2021_8_29_2_0",15.834,14.9
"2021_8_29_2_1",15.719,14.8
"2021_8_29_2_2",15.42,14.5
"2021_8_29_2_3",14.91,14.1
"2021_8_29_3_0",14.49,13.6
"2021_8_29_3_1",14.587,13.4
"2021_8_29_3_2",14.066,13
"2021_8_29_3_3",13.646,12.6
"2021_8_29_4_0",13.392,12.7
"2021_8_29_4_1",13.404,12.4
"2021_8_29_4_2",13.219,12.2
"2021_8_29_4_3",12.892,11.9
"2021_8_29_5_0",12.847,11.9
"2021_8_29_5_1",12.65,11.7
"2021_8_29_5_2",12.583,11.7
"2021_8_29_5_3",12.414,11.5
"2021_8_29_6_0",12.296,11.4
"2021_8_29_6_1",12.547,11.5
"2021_8_29_6_2",13.028,11.8
"2021_8_29_6_3",12.796,11.8
"2021_8_29_7_0",13.04,11.8
"2021_8_29_7_1",13.556,12.4
"2021_8_29_7_2",14.283,13.1
"2021_8_29_7_3",14.2,13.4
"2021_8_29_8_0",16.408,15.2
"2021_8_29_8_1",17.507,16.1
"2021_8_29_8_2",19.042,17.2
"2021_8_29_8_3",21.961,18.6
"2021_8_29_9_0",23.958,19.6
"2021_8_29_9_1",25.158,20.2
"2021_8_29_9_2",24.939,21.4
"2021_8_29_9_3",25.246,22.4
"2021_8_29_10_0",24.869,23
"2021_8_29_10_1",26.359,25.1
"2021_8_29_10_2",23.689,23.3
"2021_8_29_10_3",26.224,25
"2021_8_29_11_0",25.007,24.1
"2021_8_29_11_1",27.324,26.1
"2021_8_29_11_2",25.504,26.6
"2021_8_29_11_3",25.895,26.9
"2021_8_29_12_0",25.741,25.8
"2021_8_29_12_1",25.747,25.6
"2021_8_29_12_2",25.907,25.6
"2021_8_29_12_3",27.699,26.6
"2021_8_29_13_0",28.097,28.2
"2021_8_29_13_1",27.846,28.6
"2021_8_29_13_2",26.283,29.5
"2021_8_29_13_3",27.338,28.8
"2021_8_29_14_0",27.804,30.2
"2021_8_29_14_1",28.259,31
"2021_8_29_14_2",28.376,30.6
"2021_8_29_14_3",26.721,29.6
"2021_8_29_15_0",26.851,29.7
"2021_8_29_15_1",28.796,30.9
"2021_8_29_15_2",28.011,30.3
"2021_8_29_15_3",28.028,30.1
"2021_8_29_16_0",28.701,30.1
"2021_8_29_16_1",27.87,28.8
"2021_8_29_16_2",28.103,28.3
"2021_8_29_16_3",28.147,28.1
"2021_8_29_17_0",30.04,27.7
"2021_8_29_17_1",28.715,26.7
"2021_8_29_17_2",27.861,25.6
"2021_8_29_17_3",26.097,24.7
"2021_8_29_18_0",27.368,25
"2021_8_29_18_1",25.475,24
"2021_8_29_18_2",24.628,23.8
"2021_8_29_18_3",23.966,23.4
"2021_8_29_19_0",24.05,23.1
"2021_8_29_19_1",22.853,22.5
"2021_8_29_19_2",22.069,21.6
"2021_8_29_19_3",21.033,20.4
"2021_8_29_20_0",19.836,19.4
"2021_8_29_20_1",19.383,18.7
"2021_8_29_20_2",18.935,18.2
"2021_8_29_20_3",18.71,17.9
"2021_8_29_21_0",18.363,17.5
"2021_8_29_21_1",17.801,17
"2021_8_29_21_2",17.636,16.8
"2021_8_29_21_3",17.666,16.7
"2021_8_29_22_0",17.58,17
"2021_8_29_22_1",18.152,17.4
"2021_8_29_22_2",18.237,17.3
"2021_8_29_22_3",17.791,17
"2021_8_29_23_0",17.397,16.5
"2021_8_29_23_1",17.034,16.4
"2021_8_29_23_2",17.18,16.6
"2021_8_29_23_3",17.257,16.7
"2021_8_30_0_0",16.978,16.3
"2021_8_30_0_1",16.984,16.5
"2021_8_30_0_2",17.043,16.3
"2021_8_30_0_3",16.789,16.1
"2021_8_30_1_0",16.825,16.2
"2021_8_30_1_1",16.921,16.4
"2021_8_30_1_2",17.118,16.3
"2021_8_30_1_3",17.007,16.2
"2021_8_30_2_0",17.222,16.5
"2021_8_30_2_1",17.263,16.4
"2021_8_30_2_2",17.204,16.4
"2021_8_30_2_3",17.107,16.3
"2021_8_30_3_0",16.668,15.9
"2021_8_30_3_1",16.161,15.4
"2021_8_30_3_2",15.633,15
"2021_8_30_3_3",15.5,14.8
"2021_8_30_4_0",15.323,14.5
"2021_8_30_4_1",15.1,14.2
"2021_8_30_4_2",15.052,14
"2021_8_30_4_3",14.713,13.9
"2021_8_30_5_0",14.384,13.5
"2021_8_30_5_1",14.288,13.5
"2021_8_30_5_2",14.024,13.2
"2021_8_30_5_3",13.73,12.8
"2021_8_30_6_0",13.305,12.5
"2021_8_30_6_1",13.088,12.2
"2021_8_30_6_2",13.081,12.1
"2021_8_30_6_3",13.028,12
"2021_8_30_7_0",13.373,12.3
"2021_8_30_7_1",13.757,12.8
"2021_8_30_7_2",14.741,13.7
"2021_8_30_7_3",16.11,15
"2021_8_30_8_0",17.35,16.3
"2021_8_30_8_1",18.964,17.5
"2021_8_30_8_2",20.551,18.8
"2021_8_30_8_3",22.682,19.7
"2021_8_30_9_0",25.043,20.9
"2021_8_30_9_1",25.563,21.7
"2021_8_30_9_2",25.375,22.4
"2021_8_30_9_3",26.219,23.2
"2021_8_30_10_0",23.602,22.5
"2021_8_30_10_1",24.175,23.3
"2021_8_30_10_2",24.363,24
"2021_8_30_10_3",26.065,25.2
"2021_8_30_11_0",27.276,25.6
"2021_8_30_11_1",26.575,25.3
"2021_8_30_11_2",26.526,25.9
"2021_8_30_11_3",27.233,27.8
"2021_8_30_12_0",27.404,27.4
"2021_8_30_12_1",26.211,26.6
"2021_8_30_12_2",29.036,28.1
"2021_8_30_12_3",28.357,28.1
"2021_8_30_13_0",28.259,28.7
"2021_8_30_13_1",28.603,30.2
"2021_8_30_13_2",28.25,30.8
"2021_8_30_13_3",29.385,31
"2021_8_30_14_0",28.813,29.3
"2021_8_30_14_1",27.599,29.6
"2021_8_30_14_2",27.513,28.2
"2021_8_30_14_3",26.754,29.3
"2021_8_30_15_0",28.517,30.3
"2021_8_30_15_1",30.31,32.4
"2021_8_30_15_2",29.276,30.8
"2021_8_30_15_3",29.457,31.5
"2021_8_30_16_0",29.582,30.4
"2021_8_30_16_1",29.368,29.6
"2021_8_30_16_2",29.103,29
"2021_8_30_16_3",29.884,29.1
"2021_8_30_17_0",29.96,28.4
"2021_8_30_17_1",29.626,28.1
"2021_8_30_17_2",29.05,27.8
"2021_8_30_17_3",28.906,27.3
"2021_8_30_18_0",26.605,25.8
"2021_8_30_18_1",25.854,25.6
"2021_8_30_18_2",26.14,25.8
"2021_8_30_18_3",25.289,24.9
"2021_8_30_19_0",24.27,24
"2021_8_30_19_1",22.666,21.9
"2021_8_30_19_2",20.737,20
"2021_8_30_19_3",19.725,18.9
"2021_8_30_20_0",19.144,18.4
"2021_8_30_20_1",18.613,17.9
"2021_8_30_20_2",18.628,17.8
"2021_8_30_20_3",18.61,17.8
"2021_8_30_21_0",18.473,17.6
"2021_8_30_21_1",18.289,17.4
"2021_8_30_21_2",18.152,17.3
"2021_8_30_21_3",18.033,17.2
"2021_8_30_22_0",17.946,17.1
"2021_8_30_22_1",17.76,17
"2021_8_30_22_2",17.561,16.8
"2021_8_30_22_3",17.535,16.8
"2021_8_30_23_0",17.552,16.9
"2021_8_30_23_1",17.446,16.8
"2021_8_30_23_2",17.158,16.4
"2021_8_30_23_3",16.734,16.1
"2021_8_31_0_0",16.697,15.8
"2021_8_31_0_1",16.162,15.3
"2021_8_31_0_2",16.158,15.3
"2021_8_31_0_3",16.195,15.6
"2021_8_31_1_0",16.306,15.5
"2021_8_31_1_1",15.691,15.1
"2021_8_31_1_2",15.789,15
"2021_8_31_1_3",16.113,15.2
"2021_8_31_2_0",16.156,15.2
"2021_8_31_2_1",15.673,14.9
"2021_8_31_2_2",15.357,14.6
"2021_8_31_2_3",15.151,14.3
"2021_8_31_3_0",14.925,14.2
"2021_8_31_3_1",14.945,14.1
"2021_8_31_3_2",14.88,14.2
"2021_8_31_3_3",15.434,14.6
"2021_8_31_4_0",15.581,14.8
"2021_8_31_4_1",15.587,14.7
"2021_8_31_4_2",15.442,14.7
"2021_8_31_4_3",15.436,14.6
"2021_8_31_5_0",15.275,14.3
"2021_8_31_5_1",15.39,14.5
"2021_8_31_5_2",15.715,14.7
"2021_8_31_5_3",15.227,14.4
"2021_8_31_6_0",14.822,14
"2021_8_31_6_1",14.785,13.8
"2021_8_31_6_2",14.384,13.5
"2021_8_31_6_3",14.454,13.5
"2021_8_31_7_0",14.924,14
"2021_8_31_7_1",15.71,14.7
"2021_8_31_7_2",16.807,15.6
"2021_8_31_7_3",18.219,16.9
"2021_8_31_8_0",18.822,17.1
"2021_8_31_8_1",19.414,18
"2021_8_31_8_2",20.816,18.8
"2021_8_31_8_3",20.309,18.9
"2021_8_31_9_0",19.893,18.7
"2021_8_31_9_1",19.346,18.7
"2021_8_31_9_2",20.277,19
"2021_8_31_9_3",20.461,19.6
"2021_8_31_10_0",21.848,20.6
"2021_8_31_10_1",21.333,20.7
"2021_8_31_10_2",25.442,23.1
"2021_8_31_10_3",24.646,23.9
"2021_8_31_11_0",27.201,25
"2021_8_31_11_1",27.361,25.8
"2021_8_31_11_2",27.548,26.3
"2021_8_31_11_3",27.268,25.6
"2021_8_31_12_0",28.109,27.2
"2021_8_31_12_1",28.725,27.9
"2021_8_31_12_2",27.793,29.1
"2021_8_31_12_3",29.39,29
"2021_8_31_13_0",27.896,28.1
"2021_8_31_13_1",28.763,29.8
"2021_8_31_13_2",28.883,31.1
"2021_8_31_13_3",27.835,30.5
"2021_8_31_14_0",28.509,31.4
"2021_8_31_14_1",28.391,31.1
"2021_8_31_14_2",29.51,30.4
"2021_8_31_14_3",27.321,30.3
"2021_8_31_15_0",28.363,31.1
"2021_8_31_15_1",31.33,32.3
"2021_8_31_15_2",29.779,31.6
"2021_8_31_15_3",28.374,31
"2021_8_31_16_0",30.331,30.1
"2021_8_31_16_1",30.222,30.4
"2021_8_31_16_2",30.703,30.3
"2021_8_31_16_3",30.302,30.3
"2021_8_31_17_0",32.118,29.4
"2021_8_31_17_1",31.993,29.6
"2021_8_31_17_2",25.796,25.5
"2021_8_31_17_3",23.498,22.9
"2021_8_31_18_0",22.184,21.6
"2021_8_31_18_1",22.85,22.1
"2021_8_31_18_2",24.922,23.6
"2021_8_31_18_3",23.698,22.7
"2021_8_31_19_0",22.604,21.8
"2021_8_31_19_1",21.87,20.8
"2021_8_31_19_2",20.75,20
"2021_8_31_19_3",20.137,19.3
"2021_8_31_20_0",19.588,18.8
"2021_8_31_20_1",19.349,18.4
"2021_8_31_20_2",18.625,17.9
"2021_8_31_20_3",18.063,17.2
"2021_8_31_21_0",17.906,17.1
"2021_8_31_21_1",17.934,17.2
"2021_8_31_21_2",17.752,16.9
"2021_8_31_21_3",17.529,16.6
"2021_8_31_22_0",16.97,16.2
"2021_8_31_22_1",16.802,16
"2021_8_31_22_2",16.854,16.1
"2021_8_31_22_3",16.9,16.1
"2021_8_31_23_0",16.899,16.2
"2021_8_31_23_1",16.872,15.9
"2021_8_31_23_2",16.716,15.8
"2021_8_31_23_3",16.609,15.7
"2021_9_1_0_0",16.265,15.6
"2021_9_1_0_1",16.315,15.3
"2021_9_1_0_2",16.064,15.1
"2021_9_1_0_3",15.818,15.1
"2021_9_1_1_0",15.485,14.8
"2021_9_1_1_1",15.74,14.7
"2021_9_1_1_2",15.502,14.6
"2021_9_1_1_3",15.308,14.5
"2021_9_1_2_0",15.269,14.5
"2021_9_1_2_1",15.321,14.4
"2021_9_1_2_2",14.876,14.2
"2021_9_1_2_3",15.151,14.1
"2021_9_1_3_0",14.695,13.9
"2021_9_1_3_1",14.713,13.7
"2021_9_1_3_2",14.548,13.6
"2021_9_1_3_3",14.566,13.6
"2021_9_1_4_0",14.542,13.5
"2021_9_1_4_1",14.185,13.4
"2021_9_1_4_2",14.421,13.6
"2021_9_1_4_3",14.304,13.3
"2021_9_1_5_0",14.053,13.2
"2021_9_1_5_1",13.93,13
"2021_9_1_5_2",13.873,13
"2021_9_1_5_3",13.925,12.9
"2021_9_1_6_0",13.69,12.8
"2021_9_1_6_1",13.625,12.7
"2021_9_1_6_2",13.347,12.7
"2021_9_1_6_3",13.702,12.8
"2021_9_1_7_0",13.984,12.9
"2021_9_1_7_1",14.49,13.5
"2021_9_1_7_2",15.257,14.2
"2021_9_1_7_3",16.116,15.2
"2021_9_1_8_0",17.565,16.4
"2021_9_1_8_1",18.681,17.4
"2021_9_1_8_2",20.034,18.7
"2021_9_1_8_3",22.109,20
"2021_9_1_9_0",24.006,21
"2021_9_1_9_1",24.984,22
"2021_9_1_9_2",25.883,22.9
"2021_9_1_9_3",26.367,23.2
"2021_9_1_10_0",26.561,24.3
"2021_9_1_10_1",26.294,25
"2021_9_1_10_2",27.25,25.6
"2021_9_1_9_2",27.678,22.9
"2021_9_1_10_3",29.316,26.9
"2021_9_1_11_0",29.684,27.3
"2021_9_1_11_1",28.895,27.7
"2021_9_1_11_2",29.173,28.2
"2021_9_1_11_3",28.867,28.6
"2021_9_1_12_0",29.524,29.6
"2021_9_1_12_1",29.268,29.6
"2021_9_1_12_2",29.865,29.8
"2021_9_1_12_3",30.477,30.2
"2021_9_1_13_0",29.38,29.2
"2021_9_1_13_1",29.134,30.6
"2021_9_1_13_2",29.031,30.8
"2021_9_1_13_3",27.378,28.6
"2021_9_1_14_0",29.011,30.6
"2021_9_1_14_1",29.742,31.9
"2021_9_1_14_2",29.053,31.4
"2021_9_1_14_3",29.98,32.9
"2021_9_1_15_0",26.795,27.4
"2021_9_1_15_1",28.088,30
"2021_9_1_15_2",29.77,31.5
"2021_9_1_15_3",30.107,32
"2021_9_1_16_0",29.629,30.6
"2021_9_1_16_1",30.361,30.2
"2021_9_1_16_2",29.889,29.4
"2021_9_1_16_3",29.812,29.2
"2021_9_1_17_0",31.009,28.4
"2021_9_1_17_1",29.8,28.3
"2021_9_1_17_2",28.436,27.5
"2021_9_1_17_3",28.075,26.9
"2021_9_1_18_0",28.532,26.6
"2021_9_1_18_1",26.668,26
"2021_9_1_18_2",25.991,25.5
"2021_9_1_18_3",25.165,24.9
"2021_9_1_19_0",24.015,24
"2021_9_1_19_1",23.069,22.8
"2021_9_1_19_2",22.248,21.7
"2021_9_1_19_3",21.082,20.8
"2021_9_1_20_0",20.545,20
"2021_9_1_20_1",19.857,19.3
"2021_9_1_20_2",19.61,18.8
"2021_9_1_20_3",18.922,18.4
"2021_9_1_21_0",18.631,18.1
"2021_9_1_21_1",18.175,17.7
"2021_9_1_21_2",18.279,17.6
"2021_9_1_21_3",18.065,17.5
"2021_9_1_22_0",17.705,17.1
"2021_9_1_22_1",17.602,16.7
"2021_9_1_22_2",17.204,16.5
"2021_9_1_22_3",17.033,16.3
"2021_9_1_23_0",16.695,16.1
"2021_9_1_23_1",16.743,16.1
"2021_9_1_23_2",16.813,16.1
"2021_9_1_23_3",16.561,15.9
"2021_9_2_0_0",16.58,16
"2021_9_2_0_1",16.525,15.9
"2021_9_2_0_2",16.281,15.4
"2021_9_2_0_3",16.129,15.3
"2021_9_2_1_0",15.766,15
"2021_9_2_1_1",15.314,14.7
"2021_9_2_1_2",15.355,14.7
"2021_9_2_1_3",15.236,14.6
"2021_9_2_2_0",15.205,14.4
"2021_9_2_2_1",15.236,14.3
"2021_9_2_2_2",15.154,14.2
"2021_9_2_2_3",14.915,14.2
"2021_9_2_3_0",14.834,14.1
"2021_9_2_3_1",15.088,14.2
"2021_9_2_3_2",15.103,14.3
"2021_9_2_3_3",15.234,14.4
"2021_9_2_4_0",15.318,14.5
"2021_9_2_4_1",15.258,14.3
"2021_9_2_4_2",15.255,14.3
"2021_9_2_4_3",15.103,14.2
"2021_9_2_5_0",15.034,14.1
"2021_9_2_5_1",15.051,14.2
"2021_9_2_5_2",15.173,14.5
"2021_9_2_5_3",15.239,14.4
"2021_9_2_6_0",15.402,14.4
"2021_9_2_6_1",15.606,14.7
"2021_9_2_6_2",15.451,14.8
"2021_9_2_6_3",15.315,14.6
"2021_9_2_7_0",15.555,14.8
"2021_9_2_7_1",15.888,14.9
"2021_9_2_7_2",16.217,15.2
"2021_9_2_7_3",17.126,15.9
"2021_9_2_8_0",18.88,17.4
"2021_9_2_8_1",19.848,18.3
"2021_9_2_8_2",21.121,19.4
"2021_9_2_8_3",23.15,20.4
"2021_9_2_9_0",25.033,21.4
"2021_9_2_9_1",26.384,22.3
"2021_9_2_9_2",26.419,23.1
"2021_9_2_9_3",25.933,23.4
"2021_9_2_10_0",26.026,23.8
"2021_9_2_10_1",26.17,25.6
"2021_9_2_10_2",26.907,25
"2021_9_2_10_3",28.653,25.4
"2021_9_2_11_0",27.179,25.9
"2021_9_2_11_1",27.547,26.4
"2021_9_2_11_2",28.591,27
"2021_9_2_11_3",27.893,27.3
"2021_9_2_12_0",28.383,27.8
"2021_9_2_12_1",28.191,28.2
"2021_9_2_12_2",27.975,28.4
"2021_9_2_12_3",28.863,28.5
"2021_9_2_13_0",29.104,29
"2021_9_2_13_1",28.238,29.4
"2021_9_2_13_2",28.36,29.8
"2021_9_2_13_3",29.09,31
"2021_9_2_14_0",28.371,31.2
"2021_9_2_14_1",29.003,31.7
"2021_9_2_14_2",29.087,31.5
"2021_9_2_14_3",29.497,32
"2021_9_2_15_0",29.46,32.2
"2021_9_2_15_1",29.313,31.6
"2021_9_2_15_2",30.101,32.3
"2021_9_2_15_3",29.566,31.4
"2021_9_2_16_0",29.355,29.8
"2021_9_2_16_1",28.836,29.4
"2021_9_2_16_2",22.685,23.7
"2021_9_2_16_3",26.083,26.1
"2021_9_2_17_0",29.491,27.2
"2021_9_2_17_1",29.14,27.4
"2021_9_2_17_2",28.001,27.3
"2021_9_2_17_3",27.331,26.8
"2021_9_2_18_0",26.954,26.2
