"timestamp_normalizzato","target","evja_temp"
"2021_8_26_23_2",22.138,21.5
"2021_8_26_23_3",22.257,21.5
"2021_8_27_0_0",22.049,21.3
"2021_8_27_0_1",21.948,21.3
"2021_8_27_0_2",21.915,21.2
"2021_8_27_0_3",21.712,21
"2021_8_27_1_0",21.63,20.8
"2021_8_27_1_1",21.231,20.5
"2021_8_27_1_2",21.327,20.6
"2021_8_27_1_3",21.328,20.6
"2021_8_27_2_0",20.993,20.2
"2021_8_27_2_1",20.695,20.1
"2021_8_27_2_2",20.661,20
"2021_8_27_2_3",20.936,20.1
"2021_8_27_3_0",20.837,20
"2021_8_27_3_1",20.877,20.1
"2021_8_27_3_2",20.983,20
"2021_8_27_3_3",20.365,19.5
"2021_8_27_4_0",19.875,19.1
"2021_8_27_4_1",19.765,19
"2021_8_27_4_2",19.454,18.8
"2021_8_27_4_3",19.091,18.4
"2021_8_27_5_0",18.83,18.2
"2021_8_27_5_1",18.678,18
"2021_8_27_5_2",18.484,17.8
"2021_8_27_5_3",18.233,17.5
"2021_8_27_6_0",18.02,17.3
"2021_8_27_6_1",17.978,17.4
"2021_8_27_6_2",18.12,17.4
"2021_8_27_6_3",18.175,17.5
"2021_8_27_7_0",17.983,17.2
"2021_8_27_7_1",17.72,17
"2021_8_27_7_2",17.531,16.9
"2021_8_27_7_3",17.577,16.9
"2021_8_27_8_0",17.538,16.9
"2021_8_27_8_1",17.384,16.8
"2021_8_27_8_2",17.387,16.8
"2021_8_27_8_3",17.626,16.9
"2021_8_27_9_0",17.284,16.5
"2021_8_27_9_1",16.942,16.2
"2021_8_27_9_2",16.597,15.8
"2021_8_27_9_3",16.546,15.8
"2021_8_27_10_0",16.341,15.5
"2021_8_27_10_1",16.214,15.6
"2021_8_27_10_2",16.652,16.1
"2021_8_27_10_3",17.103,16.3
"2021_8_27_11_0",17.003,16.6
"2021_8_27_11_1",17.788,16.9
"2021_8_27_11_2",17.314,16.8
"2021_8_27_11_3",18.084,17.6
"2021_8_27_12_0",19.67,19.2
"2021_8_27_12_1",19.811,19.2
"2021_8_27_12_2",20.11,19.7
"2021_8_27_12_3",21.689,21.2
"2021_8_27_13_0",21.961,21.4
"2021_8_27_13_1",21.575,21.4
"2021_8_27_13_2",20.57,22.9
"2021_8_27_13_3",23.358,24.6
"2021_8_27_14_0",24.053,26.4
"2021_8_27_14_1",24.765,26.5
"2021_8_27_14_2",25.152,26.9
"2021_8_27_14_3",25.043,26.9
"2021_8_27_15_0",27.912,27
"2021_8_27_15_1",28.766,27.6
"2021_8_27_15_2",29.551,27.9
"2021_8_27_15_3",26.995,27
"2021_8_27_16_0",26.677,26.5
"2021_8_27_16_1",27.682,25.8
"2021_8_27_16_2",27.912,26.2
"2021_8_27_16_3",27.807,25.8
"2021_8_27_17_0",23.348,22.2
"2021_8_27_17_1",29.288,23.5
"2021_8_27_17_2",29.421,22.6
"2021_8_27_17_3",26.039,22.5
"2021_8_27_18_0",28.675,23.1
"2021_8_27_18_1",24.415,21.8
"2021_8_27_18_2",22.925,21.6
"2021_8_27_18_3",22.735,21.1
"2021_8_27_19_0",22.395,21.1
"2021_8_27_19_1",21.875,20.6
"2021_8_27_19_2",20.655,19.7
"2021_8_27_19_3",19.512,18.6
"2021_8_27_20_0",18.553,17.9
"2021_8_27_20_1",18.004,17.6
"2021_8_27_20_2",17.867,17.6
"2021_8_27_20_3",18.005,17.4
"2021_8_27_21_0",17.43,16.9
"2021_8_27_21_1",16.796,16.4
"2021_8_27_21_2",16.455,16
"2021_8_27_21_3",16.207,15.6
"2021_8_27_22_0",16.028,15.5
"2021_8_27_22_1",15.804,15.3
"2021_8_27_22_2",15.795,15.2
"2021_8_27_22_3",15.582,15
"2021_8_27_23_0",15.27,14.8
"2021_8_27_23_1",15.167,14.6
"2021_8_27_23_2",15.064,14.5
"2021_8_27_23_3",15.03,14.5
"2021_8_28_0_0",15.237,14.6
"2021_8_28_0_1",15.443,14.8
"2021_8_28_0_2",15.503,14.9
"2021_8_28_0_3",15.478,14.8
"2021_8_28_1_0",15.56,15.1
"2021_8_28_1_1",15.566,14.7
"2021_8_28_1_2",15.064,14.4
"2021_8_28_1_3",14.824,14.1
"2021_8_28_2_0",14.321,13.7
"2021_8_28_2_1",14.135,13.5
"2021_8_28_2_2",14.351,13.9
"2021_8_28_2_3",14.604,14.1
"2021_8_28_3_0",14.819,14.2
"2021_8_28_3_1",14.782,14.1
"2021_8_28_3_2",15.066,14.5
"2021_8_28_3_3",15.127,14.6
"2021_8_28_4_0",15.225,14.6
"2021_8_28_4_1",15.37,14.8
"2021_8_28_4_2",15.491,14.9
"2021_8_28_4_3",15.672,15.1
"2021_8_28_5_0",15.679,15.1
"2021_8_28_5_1",15.627,14.9
"2021_8_28_5_2",15.815,15.1
"2021_8_28_5_3",15.806,15.1
"2021_8_28_6_0",15.854,15.1
"2021_8_28_6_1",15.882,15.2
"2021_8_28_6_2",16.052,15.3
"2021_8_28_6_3",16.047,15.3
"2021_8_28_7_0",16.089,15.3
"2021_8_28_7_1",16.007,15.2
"2021_8_28_7_2",15.985,15.4
"2021_8_28_7_3",16.18,15.6
"2021_8_28_8_0",16.146,15.5
"2021_8_28_8_1",16.143,15.2
"2021_8_28_8_2",15.997,15.1
"2021_8_28_8_3",16.265,15.3
"2021_8_28_9_0",16.789,16.1
"2021_8_28_9_1",17.158,15.9
"2021_8_28_9_2",16.887,16
"2021_8_28_9_3",17.338,16.3
"2021_8_28_10_0",17.382,16.6
"2021_8_28_10_1",18.261,18
"2021_8_28_10_2",21.152,21.9
"2021_8_28_10_3",21.898,21.9
"2021_8_28_11_0",23.165,23.2
"2021_8_28_11_1",23.312,22.2
"2021_8_28_11_2",23.307,24.2
"2021_8_28_11_3",24.986,26.2
"2021_8_28_12_0",25.325,25.4
"2021_8_28_12_1",24.815,25.4
"2021_8_28_12_2",25.425,26.1
"2021_8_28_12_3",26.214,26.7
"2021_8_28_13_0",25.931,27
"2021_8_28_13_1",26.019,27.9
"2021_8_28_13_2",25.557,28.8
"2021_8_28_13_3",26.091,28.3
"2021_8_28_14_0",26.09,29.4
"2021_8_28_14_1",26.607,28.6
"2021_8_28_14_2",27.109,29.2
"2021_8_28_14_3",27.599,29.4
"2021_8_28_15_0",28.718,29.6
"2021_8_28_15_1",30.219,30.2
"2021_8_28_15_2",29.308,30.3
"2021_8_28_15_3",30.536,30.7
"2021_8_28_16_0",30.637,28
"2021_8_28_16_1",27.967,27.7
"2021_8_28_16_2",26.783,27.1
"2021_8_28_16_3",29.196,26.8
"2021_8_28_17_0",30.523,26.9
"2021_8_28_17_1",33.237,26
"2021_8_28_17_2",32.319,25.4
"2021_8_28_17_3",31.895,25
"2021_8_28_18_0",31.231,24.1
"2021_8_28_18_1",28.679,24
"2021_8_28_18_2",24.824,23.2
"2021_8_28_18_3",23.847,22.5
"2021_8_28_19_0",22.872,21.9
"2021_8_28_19_1",22.124,21.1
"2021_8_28_19_2",20.79,20.1
"2021_8_28_19_3",19.639,18.9
"2021_8_28_20_0",18.666,17.9
"2021_8_28_20_1",17.5,17.1
"2021_8_28_20_2",17.428,16.8
"2021_8_28_20_3",17.012,16.4
"2021_8_28_21_0",16.65,16.4
"2021_8_28_21_1",17.098,16.6
"2021_8_28_21_2",17.385,16.8
"2021_8_28_21_3",17.735,17
"2021_8_28_22_0",18.585,17.8
"2021_8_28_22_1",18.95,17.9
"2021_8_28_22_2",18.109,17
"2021_8_28_22_3",17.665,16.6
"2021_8_28_23_0",17.103,16.1
"2021_8_28_23_1",16.753,15.8
"2021_8_28_23_2",16.323,15.5
"2021_8_28_23_3",16.029,15.4
"2021_8_29_0_0",15.888,15.4
"2021_8_29_0_1",16.201,15.6
"2021_8_29_0_2",16.192,15.6
"2021_8_29_0_3",16.65,16
"2021_8_29_1_0",16.649,15.9
"2021_8_29_1_1",16.138,15.1
"2021_8_29_1_2",15.627,15
"2021_8_29_1_3",15.904,15
"2021_8_29_2_0",15.718,14.9
"2021_8_29_2_1",15.587,14.8
"2021_8_29_2_2",15.337,14.5
"2021_8_29_2_3",14.833,14.1
"2021_8_29_3_0",14.385,13.6
"2021_8_29_3_1",14.292,13.4
"2021_8_29_3_2",14.051,13
"2021_8_29_3_3",13.593,12.6
"2021_8_29_4_0",13.463,12.7
"2021_8_29_4_1",13.279,12.4
"2021_8_29_4_2",12.986,12.2
"2021_8_29_4_3",12.671,11.9
"2021_8_29_5_0",12.739,11.9
"2021_8_29_5_1",12.349,11.7
"2021_8_29_5_2",12.393,11.7
"2021_8_29_5_3",12.155,11.5
"2021_8_29_6_0",12,11.4
"2021_8_29_6_1",12.071,11.5
"2021_8_29_6_2",12.402,11.8
"2021_8_29_6_3",12.665,11.8
"2021_8_29_7_0",12.757,11.8
"2021_8_29_7_1",13.124,12.4
"2021_8_29_7_2",13.924,13.1
"2021_8_29_7_3",14.035,13.4
"2021_8_29_8_0",15.5,15.2
"2021_8_29_8_1",16.947,16.1
"2021_8_29_8_2",17.842,17.2
"2021_8_29_8_3",19.523,18.6
"2021_8_29_9_0",20.528,19.6
"2021_8_29_9_1",21.231,20.2
"2021_8_29_9_2",21.812,21.4
"2021_8_29_9_3",23.361,22.4
"2021_8_29_10_0",23.981,23
"2021_8_29_10_1",24.33,25.1
"2021_8_29_10_2",24.528,23.3
"2021_8_29_10_3",25.74,25
"2021_8_29_11_0",25.342,24.1
"2021_8_29_11_1",26.454,26.1
"2021_8_29_11_2",26.666,26.6
"2021_8_29_11_3",27.101,26.9
"2021_8_29_12_0",26.703,25.8
"2021_8_29_12_1",26.187,25.6
"2021_8_29_12_2",26.19,25.6
"2021_8_29_12_3",26.847,26.6
"2021_8_29_13_0",29.271,28.2
"2021_8_29_13_1",29.419,28.6
"2021_8_29_13_2",26.946,29.5
"2021_8_29_13_3",27.092,28.8
"2021_8_29_14_0",28.083,30.2
"2021_8_29_14_1",28.199,31
"2021_8_29_14_2",29.34,30.6
"2021_8_29_14_3",28.369,29.6
"2021_8_29_15_0",28.36,29.7
"2021_8_29_15_1",30.158,30.9
"2021_8_29_15_2",31.117,30.3
"2021_8_29_15_3",31.59,30.1
"2021_8_29_16_0",31.389,30.1
"2021_8_29_16_1",30.495,28.8
"2021_8_29_16_2",30.762,28.3
"2021_8_29_16_3",31.591,28.1
"2021_8_29_17_0",31.772,27.7
"2021_8_29_17_1",34.631,26.7
"2021_8_29_17_2",33.159,25.6
"2021_8_29_17_3",29.391,24.7
"2021_8_29_18_0",30.515,25
"2021_8_29_18_1",26.158,24
"2021_8_29_18_2",25.81,23.8
"2021_8_29_18_3",24.602,23.4
"2021_8_29_19_0",23.975,23.1
"2021_8_29_19_1",23.162,22.5
"2021_8_29_19_2",22.383,21.6
"2021_8_29_19_3",21.208,20.4
"2021_8_29_20_0",20.048,19.4
"2021_8_29_20_1",19.06,18.7
"2021_8_29_20_2",18.591,18.2
"2021_8_29_20_3",18.197,17.9
"2021_8_29_21_0",18.051,17.5
"2021_8_29_21_1",17.427,17
"2021_8_29_21_2",17.485,16.8
"2021_8_29_21_3",17.128,16.7
"2021_8_29_22_0",17.226,17
"2021_8_29_22_1",18.062,17.4
"2021_8_29_22_2",18.293,17.3
"2021_8_29_22_3",17.806,17
"2021_8_29_23_0",17.476,16.5
"2021_8_29_23_1",17.238,16.4
"2021_8_29_23_2",17.47,16.6
"2021_8_29_23_3",17.57,16.7
"2021_8_30_0_0",17.367,16.3
"2021_8_30_0_1",17.01,16.5
"2021_8_30_0_2",17.005,16.3
"2021_8_30_0_3",16.772,16.1
"2021_8_30_1_0",16.67,16.2
"2021_8_30_1_1",16.856,16.4
"2021_8_30_1_2",17.037,16.3
"2021_8_30_1_3",17.076,16.2
"2021_8_30_2_0",17.22,16.5
"2021_8_30_2_1",17.335,16.4
"2021_8_30_2_2",17.244,16.4
"2021_8_30_2_3",17.306,16.3
"2021_8_30_3_0",16.942,15.9
"2021_8_30_3_1",16.396,15.4
"2021_8_30_3_2",16.049,15
"2021_8_30_3_3",15.815,14.8
"2021_8_30_4_0",15.57,14.5
"2021_8_30_4_1",15.099,14.2
"2021_8_30_4_2",15.019,14
"2021_8_30_4_3",14.74,13.9
"2021_8_30_5_0",14.403,13.5
"2021_8_30_5_1",14.198,13.5
"2021_8_30_5_2",13.925,13.2
"2021_8_30_5_3",13.493,12.8
"2021_8_30_6_0",13.177,12.5
"2021_8_30_6_1",12.929,12.2
"2021_8_30_6_2",12.791,12.1
"2021_8_30_6_3",12.666,12
"2021_8_30_7_0",12.99,12.3
"2021_8_30_7_1",13.321,12.8
"2021_8_30_7_2",14.223,13.7
"2021_8_30_7_3",15.511,15
"2021_8_30_8_0",16.755,16.3
"2021_8_30_8_1",17.986,17.5
"2021_8_30_8_2",19.288,18.8
"2021_8_30_8_3",19.909,19.7
"2021_8_30_9_0",21.06,20.9
"2021_8_30_9_1",21.669,21.7
"2021_8_30_9_2",22.661,22.4
"2021_8_30_9_3",23.061,23.2
"2021_8_30_10_0",23.157,22.5
"2021_8_30_10_1",21.842,23.3
"2021_8_30_10_2",23.89,24
"2021_8_30_10_3",24.202,25.2
"2021_8_30_11_0",25.03,25.6
"2021_8_30_11_1",25.192,25.3
"2021_8_30_11_2",25.781,25.9
"2021_8_30_11_3",25.991,27.8
"2021_8_30_12_0",26.43,27.4
"2021_8_30_12_1",27.327,26.6
"2021_8_30_12_2",26.833,28.1
"2021_8_30_12_3",27.688,28.1
"2021_8_30_13_0",27.588,28.7
"2021_8_30_13_1",27.85,30.2
"2021_8_30_13_2",29.157,30.8
"2021_8_30_13_3",28.693,31
"2021_8_30_14_0",30.5,29.3
"2021_8_30_14_1",27.371,29.6
"2021_8_30_14_2",28.839,28.2
"2021_8_30_14_3",27.123,29.3
"2021_8_30_15_0",29.533,30.3
"2021_8_30_15_1",31.996,32.4
"2021_8_30_15_2",32.717,30.8
"2021_8_30_15_3",31.51,31.5
"2021_8_30_16_0",31.773,30.4
"2021_8_30_16_1",30.868,29.6
"2021_8_30_16_2",30.691,29
"2021_8_30_16_3",31.687,29.1
"2021_8_30_17_0",31.483,28.4
"2021_8_30_17_1",33.807,28.1
"2021_8_30_17_2",33.886,27.8
"2021_8_30_17_3",33.53,27.3
"2021_8_30_18_0",29.663,25.8
"2021_8_30_18_1",26.697,25.6
"2021_8_30_18_2",27.325,25.8
"2021_8_30_18_3",26.061,24.9
"2021_8_30_19_0",24.356,24
"2021_8_30_19_1",22.88,21.9
"2021_8_30_19_2",20.933,20
"2021_8_30_19_3",19.695,18.9
"2021_8_30_20_0",19.053,18.4
"2021_8_30_20_1",18.507,17.9
"2021_8_30_20_2",18.414,17.8
"2021_8_30_20_3",18.464,17.8
"2021_8_30_21_0",18.432,17.6
"2021_8_30_21_1",18.224,17.4
"2021_8_30_21_2",18.108,17.3
"2021_8_30_21_3",17.961,17.2
"2021_8_30_22_0",17.913,17.1
"2021_8_30_22_1",17.735,17
"2021_8_30_22_2",17.632,16.8
"2021_8_30_22_3",17.351,16.8
"2021_8_30_23_0",17.491,16.9
"2021_8_30_23_1",17.587,16.8
"2021_8_30_23_2",17.135,16.4
"2021_8_30_23_3",16.708,16.1
"2021_8_31_0_0",16.71,15.8
"2021_8_31_0_1",16.134,15.3
"2021_8_31_0_2",16.135,15.3
"2021_8_31_0_3",16.007,15.6
"2021_8_31_1_0",16.161,15.5
"2021_8_31_1_1",15.781,15.1
"2021_8_31_1_2",15.39,15
"2021_8_31_1_3",15.919,15.2
"2021_8_31_2_0",16.116,15.2
"2021_8_31_2_1",15.545,14.9
"2021_8_31_2_2",15.255,14.6
"2021_8_31_2_3",15.172,14.3
"2021_8_31_3_0",14.845,14.2
"2021_8_31_3_1",14.608,14.1
"2021_8_31_3_2",14.536,14.2
"2021_8_31_3_3",15.007,14.6
"2021_8_31_4_0",15.245,14.8
"2021_8_31_4_1",15.223,14.7
"2021_8_31_4_2",15.224,14.7
"2021_8_31_4_3",15.225,14.6
"2021_8_31_5_0",14.87,14.3
"2021_8_31_5_1",14.912,14.5
"2021_8_31_5_2",15.323,14.7
"2021_8_31_5_3",15.087,14.4
"2021_8_31_6_0",14.756,14
"2021_8_31_6_1",14.435,13.8
"2021_8_31_6_2",14.126,13.5
"2021_8_31_6_3",13.984,13.5
"2021_8_31_7_0",14.475,14
"2021_8_31_7_1",15.151,14.7
"2021_8_31_7_2",15.992,15.6
"2021_8_31_7_3",17.199,16.9
"2021_8_31_8_0",18.145,17.1
"2021_8_31_8_1",18.224,18
"2021_8_31_8_2",19.933,18.8
"2021_8_31_8_3",19.621,18.9
"2021_8_31_9_0",20.046,18.7
"2021_8_31_9_1",19.444,18.7
"2021_8_31_9_2",20.049,19
"2021_8_31_9_3",20.552,19.6
"2021_8_31_10_0",21.589,20.6
"2021_8_31_10_1",21.41,20.7
"2021_8_31_10_2",23.072,23.1
"2021_8_31_10_3",22.138,23.9
"2021_8_31_11_0",24.95,25
"2021_8_31_11_1",25.782,25.8
"2021_8_31_11_2",26.367,26.3
"2021_8_31_11_3",27.092,25.6
"2021_8_31_12_0",27.852,27.2
"2021_8_31_12_1",27.118,27.9
"2021_8_31_12_2",28.464,29.1
"2021_8_31_12_3",29.368,29
"2021_8_31_13_0",27.115,28.1
"2021_8_31_13_1",28.388,29.8
"2021_8_31_13_2",27.83,31.1
"2021_8_31_13_3",28.543,30.5
"2021_8_31_14_0",28.617,31.4
"2021_8_31_14_1",28.773,31.1
"2021_8_31_14_2",29.274,30.4
"2021_8_31_14_3",25.854,30.3
"2021_8_31_15_0",28.122,31.1
"2021_8_31_15_1",32.961,32.3
"2021_8_31_15_2",32.092,31.6
"2021_8_31_15_3",27.836,31
"2021_8_31_16_0",31.405,30.1
"2021_8_31_16_1",32.796,30.4
"2021_8_31_16_2",33.094,30.3
"2021_8_31_16_3",32.294,30.3
"2021_8_31_17_0",33.196,29.4
"2021_8_31_17_1",34.981,29.6
"2021_8_31_17_2",26.642,25.5
"2021_8_31_17_3",22.687,22.9
"2021_8_31_18_0",21.806,21.6
"2021_8_31_18_1",22.571,22.1
"2021_8_31_18_2",25.034,23.6
"2021_8_31_18_3",23.575,22.7
"2021_8_31_19_0",22.851,21.8
"2021_8_31_19_1",22,20.8
"2021_8_31_19_2",20.88,20
"2021_8_31_19_3",20.293,19.3
"2021_8_31_20_0",19.42,18.8
"2021_8_31_20_1",19.203,18.4
"2021_8_31_20_2",18.417,17.9
"2021_8_31_20_3",17.959,17.2
"2021_8_31_21_0",17.531,17.1
"2021_8_31_21_1",17.705,17.2
"2021_8_31_21_2",17.562,16.9
"2021_8_31_21_3",17.208,16.6
"2021_8_31_22_0",16.749,16.2
"2021_8_31_22_1",16.554,16
"2021_8_31_22_2",16.494,16.1
"2021_8_31_22_3",16.734,16.1
"2021_8_31_23_0",16.822,16.2
"2021_8_31_23_1",16.615,15.9
"2021_8_31_23_2",16.753,15.8
"2021_8_31_23_3",16.403,15.7
"2021_9_1_0_0",16.193,15.6
"2021_9_1_0_1",16.001,15.3
"2021_9_1_0_2",15.745,15.1
"2021_9_1_0_3",15.682,15.1
"2021_9_1_1_0",15.403,14.8
"2021_9_1_1_1",15.282,14.7
"2021_9_1_1_2",15.481,14.6
"2021_9_1_1_3",15.194,14.5
"2021_9_1_2_0",15.079,14.5
"2021_9_1_2_1",14.949,14.4
"2021_9_1_2_2",14.747,14.2
"2021_9_1_2_3",14.777,14.1
"2021_9_1_3_0",14.526,13.9
"2021_9_1_3_1",14.363,13.7
"2021_9_1_3_2",14.155,13.6
"2021_9_1_3_3",14.173,13.6
"2021_9_1_4_0",14.086,13.5
"2021_9_1_4_1",13.873,13.4
"2021_9_1_4_2",14.183,13.6
"2021_9_1_4_3",13.868,13.3
"2021_9_1_5_0",13.889,13.2
"2021_9_1_5_1",13.681,13
"2021_9_1_5_2",13.598,13
"2021_9_1_5_3",13.518,12.9
"2021_9_1_6_0",13.347,12.8
"2021_9_1_6_1",13.333,12.7
"2021_9_1_6_2",13.391,12.7
"2021_9_1_6_3",13.52,12.8
"2021_9_1_7_0",13.682,12.9
"2021_9_1_7_1",14.176,13.5
"2021_9_1_7_2",14.851,14.2
"2021_9_1_7_3",15.813,15.2
"2021_9_1_8_0",17.186,16.4
"2021_9_1_8_1",18.099,17.4
"2021_9_1_8_2",19.505,18.7
"2021_9_1_8_3",21.045,20
"2021_9_1_9_0",21.93,21
"2021_9_1_9_1",22.663,22
"2021_9_1_9_2",23.345,22.9
"2021_9_1_9_3",23.865,23.2
"2021_9_1_10_0",24.566,24.3
"2021_9_1_10_1",24.554,25
"2021_9_1_10_2",25.924,25.6
"2021_9_1_9_2",23.345,22.9
"2021_9_1_10_3",27.57,26.9
"2021_9_1_11_0",28.4,27.3
"2021_9_1_11_1",28.382,27.7
"2021_9_1_11_2",28.849,28.2
"2021_9_1_11_3",28.885,28.6
"2021_9_1_12_0",30.145,29.6
"2021_9_1_12_1",29.587,29.6
"2021_9_1_12_2",29.092,29.8
"2021_9_1_12_3",30.31,30.2
"2021_9_1_13_0",28.777,29.2
"2021_9_1_13_1",29.82,30.6
"2021_9_1_13_2",29.529,30.8
"2021_9_1_13_3",26.368,28.6
"2021_9_1_14_0",29.321,30.6
"2021_9_1_14_1",29.925,31.9
"2021_9_1_14_2",30.29,31.4
"2021_9_1_14_3",31.559,32.9
"2021_9_1_15_0",25.919,27.4
"2021_9_1_15_1",29.698,30
"2021_9_1_15_2",31.499,31.5
"2021_9_1_15_3",32.629,32
"2021_9_1_16_0",31.885,30.6
"2021_9_1_16_1",31.438,30.2
"2021_9_1_16_2",30.974,29.4
"2021_9_1_16_3",31.499,29.2
"2021_9_1_17_0",33.683,28.4
"2021_9_1_17_1",35.435,28.3
"2021_9_1_17_2",33.984,27.5
"2021_9_1_17_3",33.081,26.9
"2021_9_1_18_0",32.851,26.6
"2021_9_1_18_1",27.287,26
"2021_9_1_18_2",26.694,25.5
"2021_9_1_18_3",25.565,24.9
"2021_9_1_19_0",24.545,24
"2021_9_1_19_1",23.403,22.8
"2021_9_1_19_2",22.25,21.7
"2021_9_1_19_3",21.263,20.8
"2021_9_1_20_0",20.475,20
"2021_9_1_20_1",19.7,19.3
"2021_9_1_20_2",19.149,18.8
"2021_9_1_20_3",18.776,18.4
"2021_9_1_21_0",18.334,18.1
"2021_9_1_21_1",17.929,17.7
"2021_9_1_21_2",18.219,17.6
"2021_9_1_21_3",18.233,17.5
"2021_9_1_22_0",17.706,17.1
"2021_9_1_22_1",17.391,16.7
"2021_9_1_22_2",17.161,16.5
"2021_9_1_22_3",16.891,16.3
"2021_9_1_23_0",16.692,16.1
"2021_9_1_23_1",16.7,16.1
"2021_9_1_23_2",16.753,16.1
"2021_9_1_23_3",16.588,15.9
"2021_9_2_0_0",16.679,16
"2021_9_2_0_1",16.503,15.9
"2021_9_2_0_2",16.323,15.4
"2021_9_2_0_3",16.149,15.3
"2021_9_2_1_0",15.71,15
"2021_9_2_1_1",15.403,14.7
"2021_9_2_1_2",15.421,14.7
"2021_9_2_1_3",15.19,14.6
"2021_9_2_2_0",15.181,14.4
"2021_9_2_2_1",14.957,14.3
"2021_9_2_2_2",14.937,14.2
"2021_9_2_2_3",14.848,14.2
"2021_9_2_3_0",14.927,14.1
"2021_9_2_3_1",14.931,14.2
"2021_9_2_3_2",14.937,14.3
"2021_9_2_3_3",15.036,14.4
"2021_9_2_4_0",15.23,14.5
"2021_9_2_4_1",14.997,14.3
"2021_9_2_4_2",15.094,14.3
"2021_9_2_4_3",14.978,14.2
"2021_9_2_5_0",14.906,14.1
"2021_9_2_5_1",15.096,14.2
"2021_9_2_5_2",15.397,14.5
"2021_9_2_5_3",15.257,14.4
"2021_9_2_6_0",15.164,14.4
"2021_9_2_6_1",15.618,14.7
"2021_9_2_6_2",15.854,14.8
"2021_9_2_6_3",15.36,14.6
"2021_9_2_7_0",15.685,14.8
"2021_9_2_7_1",15.906,14.9
"2021_9_2_7_2",16.187,15.2
"2021_9_2_7_3",16.877,15.9
"2021_9_2_8_0",18.414,17.4
"2021_9_2_8_1",19.182,18.3
"2021_9_2_8_2",20.045,19.4
"2021_9_2_8_3",21.196,20.4
"2021_9_2_9_0",21.948,21.4
"2021_9_2_9_1",22.717,22.3
"2021_9_2_9_2",23.54,23.1
"2021_9_2_9_3",23.651,23.4
"2021_9_2_10_0",24.226,23.8
"2021_9_2_10_1",24.688,25.6
"2021_9_2_10_2",25.236,25
"2021_9_2_10_3",25.735,25.4
"2021_9_2_11_0",26.149,25.9
"2021_9_2_11_1",26.222,26.4
"2021_9_2_11_2",26.957,27
"2021_9_2_11_3",27.527,27.3
"2021_9_2_12_0",27.491,27.8
"2021_9_2_12_1",27.927,28.2
"2021_9_2_12_2",27.57,28.4
"2021_9_2_12_3",28.29,28.5
"2021_9_2_13_0",28.369,29
"2021_9_2_13_1",28.462,29.4
"2021_9_2_13_2",28.532,29.8
"2021_9_2_13_3",28.97,31
"2021_9_2_14_0",28.633,31.2
"2021_9_2_14_1",28.923,31.7
"2021_9_2_14_2",28.69,31.5
"2021_9_2_14_3",29.397,32
"2021_9_2_15_0",29.947,32.2
"2021_9_2_15_1",30.038,31.6
"2021_9_2_15_2",34.001,32.3
"2021_9_2_15_3",30.881,31.4
"2021_9_2_16_0",31.677,29.8
"2021_9_2_16_1",29.845,29.4
"2021_9_2_16_2",23.657,23.7
"2021_9_2_16_3",28.13,26.1
"2021_9_2_17_0",29.107,27.2
"2021_9_2_17_1",34.596,27.4
"2021_9_2_17_2",34.757,27.3
"2021_9_2_17_3",31.922,26.8
"2021_9_2_18_0",32.607,26.2
