"timestamp_normalizzato","target","evja_temp"
"2021_8_28_7_3",16.336,15.6
"2021_8_28_8_0",16.487,15.5
"2021_8_28_8_1",16.272,15.2
"2021_8_28_8_2",16.003,15.1
"2021_8_28_8_3",16.155,15.3
"2021_8_28_9_0",16.988,16.1
"2021_8_28_9_1",17.268,15.9
"2021_8_28_9_2",17.025,16
"2021_8_28_9_3",17.24,16.3
"2021_8_28_10_0",17.416,16.6
"2021_8_28_10_1",18.255,18
"2021_8_28_10_2",22.42,21.9
"2021_8_28_10_3",22.29,21.9
"2021_8_28_11_0",24.082,23.2
"2021_8_28_11_1",23.623,22.2
"2021_8_28_11_2",24.311,24.2
"2021_8_28_11_3",24.845,26.2
"2021_8_28_12_0",25.277,25.4
"2021_8_28_12_1",25.393,25.4
"2021_8_28_12_2",25.218,26.1
"2021_8_28_12_3",25.418,26.7
"2021_8_28_13_0",26.394,27
"2021_8_28_13_1",25.392,27.9
"2021_8_28_13_2",25.746,28.8
"2021_8_28_13_3",26.569,28.3
"2021_8_28_14_0",26.007,29.4
"2021_8_28_14_1",25.506,28.6
"2021_8_28_14_2",26.251,29.2
"2021_8_28_14_3",26.679,29.4
"2021_8_28_15_0",26.948,29.6
"2021_8_28_15_1",26.169,30.2
"2021_8_28_15_2",27.351,30.3
"2021_8_28_15_3",29.24,30.7
"2021_8_28_16_0",27.33,28
"2021_8_28_16_1",27.782,27.7
"2021_8_28_16_2",26.512,27.1
"2021_8_28_16_3",26.81,26.8
"2021_8_28_17_0",27.47,26.9
"2021_8_28_17_1",26.234,26
"2021_8_28_17_2",25.884,25.4
"2021_8_28_17_3",25.501,25
"2021_8_28_18_0",24.806,24.1
"2021_8_28_18_1",24.409,24
"2021_8_28_18_2",23.638,23.2
"2021_8_28_18_3",22.988,22.5
"2021_8_28_19_0",22.2,21.9
"2021_8_28_19_1",21.548,21.1
"2021_8_28_19_2",20.86,20.1
"2021_8_28_19_3",19.877,18.9
"2021_8_28_20_0",18.555,17.9
"2021_8_28_20_1",17.955,17.1
"2021_8_28_20_2",17.46,16.8
"2021_8_28_20_3",17.19,16.4
"2021_8_28_21_0",16.973,16.4
"2021_8_28_21_1",17.446,16.6
"2021_8_28_21_2",17.454,16.8
"2021_8_28_21_3",17.553,17
"2021_8_28_22_0",18.323,17.8
"2021_8_28_22_1",18.377,17.9
"2021_8_28_22_2",17.712,17
"2021_8_28_22_3",17.312,16.6
"2021_8_28_23_0",16.963,16.1
"2021_8_28_23_1",16.576,15.8
"2021_8_28_23_2",16.174,15.5
"2021_8_28_23_3",15.994,15.4
"2021_8_29_0_0",16.031,15.4
"2021_8_29_0_1",16.32,15.6
"2021_8_29_0_2",16.324,15.6
"2021_8_29_0_3",16.777,16
"2021_8_29_1_0",17.052,15.9
"2021_8_29_1_1",15.973,15.1
"2021_8_29_1_2",15.818,15
"2021_8_29_1_3",15.836,15
"2021_8_29_2_0",15.834,14.9
"2021_8_29_2_1",15.7,14.8
"2021_8_29_2_2",15.528,14.5
"2021_8_29_2_3",14.852,14.1
"2021_8_29_3_0",14.45,13.6
"2021_8_29_3_1",14.364,13.4
"2021_8_29_3_2",14.084,13
"2021_8_29_3_3",13.53,12.6
"2021_8_29_4_0",13.487,12.7
"2021_8_29_4_1",13.434,12.4
"2021_8_29_4_2",13.114,12.2
"2021_8_29_4_3",12.841,11.9
"2021_8_29_5_0",12.84,11.9
"2021_8_29_5_1",12.409,11.7
"2021_8_29_5_2",12.502,11.7
"2021_8_29_5_3",12.217,11.5
"2021_8_29_6_0",12.32,11.4
"2021_8_29_6_1",12.476,11.5
"2021_8_29_6_2",12.939,11.8
"2021_8_29_6_3",12.797,11.8
"2021_8_29_7_0",12.69,11.8
"2021_8_29_7_1",13.022,12.4
"2021_8_29_7_2",14.048,13.1
"2021_8_29_7_3",13.883,13.4
"2021_8_29_8_0",15.661,15.2
"2021_8_29_8_1",16.764,16.1
"2021_8_29_8_2",17.659,17.2
"2021_8_29_8_3",18.735,18.6
"2021_8_29_9_0",19.738,19.6
"2021_8_29_9_1",20.11,20.2
"2021_8_29_9_2",20.972,21.4
"2021_8_29_9_3",22.161,22.4
"2021_8_29_10_0",22.132,23
"2021_8_29_10_1",23.582,25.1
"2021_8_29_10_2",22.115,23.3
"2021_8_29_10_3",23.905,25
"2021_8_29_11_0",23.346,24.1
"2021_8_29_11_1",25.237,26.1
"2021_8_29_11_2",24.727,26.6
"2021_8_29_11_3",24.356,26.9
"2021_8_29_12_0",24.472,25.8
"2021_8_29_12_1",23.848,25.6
"2021_8_29_12_2",24.125,25.6
"2021_8_29_12_3",25.318,26.6
"2021_8_29_13_0",25.893,28.2
"2021_8_29_13_1",26.428,28.6
"2021_8_29_13_2",25.363,29.5
"2021_8_29_13_3",25.416,28.8
"2021_8_29_14_0",26.306,30.2
"2021_8_29_14_1",26.532,31
"2021_8_29_14_2",26.864,30.6
"2021_8_29_14_3",25.981,29.6
"2021_8_29_15_0",25.744,29.7
"2021_8_29_15_1",26.896,30.9
"2021_8_29_15_2",27.29,30.3
"2021_8_29_15_3",27.268,30.1
"2021_8_29_16_0",27.491,30.1
"2021_8_29_16_1",27.521,28.8
"2021_8_29_16_2",27.253,28.3
"2021_8_29_16_3",27.47,28.1
"2021_8_29_17_0",27.785,27.7
"2021_8_29_17_1",27.086,26.7
"2021_8_29_17_2",26.481,25.6
"2021_8_29_17_3",24.658,24.7
"2021_8_29_18_0",25.295,25
"2021_8_29_18_1",24.195,24
"2021_8_29_18_2",24.08,23.8
"2021_8_29_18_3",23.545,23.4
"2021_8_29_19_0",23.43,23.1
"2021_8_29_19_1",22.679,22.5
"2021_8_29_19_2",21.954,21.6
"2021_8_29_19_3",20.954,20.4
"2021_8_29_20_0",19.774,19.4
"2021_8_29_20_1",19.505,18.7
"2021_8_29_20_2",18.736,18.2
"2021_8_29_20_3",18.785,17.9
"2021_8_29_21_0",18.088,17.5
"2021_8_29_21_1",17.669,17
"2021_8_29_21_2",17.541,16.8
"2021_8_29_21_3",17.361,16.7
"2021_8_29_22_0",17.292,17
"2021_8_29_22_1",17.831,17.4
"2021_8_29_22_2",18.377,17.3
"2021_8_29_22_3",17.767,17
"2021_8_29_23_0",17.382,16.5
"2021_8_29_23_1",17.077,16.4
"2021_8_29_23_2",17.256,16.6
"2021_8_29_23_3",17.213,16.7
"2021_8_30_0_0",17.125,16.3
"2021_8_30_0_1",16.978,16.5
"2021_8_30_0_2",16.991,16.3
"2021_8_30_0_3",16.799,16.1
"2021_8_30_1_0",16.874,16.2
"2021_8_30_1_1",16.952,16.4
"2021_8_30_1_2",16.942,16.3
"2021_8_30_1_3",16.938,16.2
"2021_8_30_2_0",17.226,16.5
"2021_8_30_2_1",17.229,16.4
"2021_8_30_2_2",17.199,16.4
"2021_8_30_2_3",17.113,16.3
"2021_8_30_3_0",16.819,15.9
"2021_8_30_3_1",16.417,15.4
"2021_8_30_3_2",15.947,15
"2021_8_30_3_3",15.754,14.8
"2021_8_30_4_0",15.551,14.5
"2021_8_30_4_1",15.124,14.2
"2021_8_30_4_2",15.119,14
"2021_8_30_4_3",14.604,13.9
"2021_8_30_5_0",14.457,13.5
"2021_8_30_5_1",14.156,13.5
"2021_8_30_5_2",13.873,13.2
"2021_8_30_5_3",13.69,12.8
"2021_8_30_6_0",13.309,12.5
"2021_8_30_6_1",13.078,12.2
"2021_8_30_6_2",13.081,12.1
"2021_8_30_6_3",12.93,12
"2021_8_30_7_0",12.929,12.3
"2021_8_30_7_1",13.481,12.8
"2021_8_30_7_2",14.388,13.7
"2021_8_30_7_3",15.437,15
"2021_8_30_8_0",16.746,16.3
"2021_8_30_8_1",18.152,17.5
"2021_8_30_8_2",19.31,18.8
"2021_8_30_8_3",20.237,19.7
"2021_8_30_9_0",21.433,20.9
"2021_8_30_9_1",22.413,21.7
"2021_8_30_9_2",23.016,22.4
"2021_8_30_9_3",23.69,23.2
"2021_8_30_10_0",22.708,22.5
"2021_8_30_10_1",22.72,23.3
"2021_8_30_10_2",23.333,24
"2021_8_30_10_3",24.354,25.2
"2021_8_30_11_0",25.472,25.6
"2021_8_30_11_1",24.998,25.3
"2021_8_30_11_2",25.202,25.9
"2021_8_30_11_3",25.583,27.8
"2021_8_30_12_0",25.854,27.4
"2021_8_30_12_1",24.96,26.6
"2021_8_30_12_2",26.472,28.1
"2021_8_30_12_3",26.62,28.1
"2021_8_30_13_0",26.813,28.7
"2021_8_30_13_1",27.285,30.2
"2021_8_30_13_2",27.273,30.8
"2021_8_30_13_3",28.063,31
"2021_8_30_14_0",27.984,29.3
"2021_8_30_14_1",26.565,29.6
"2021_8_30_14_2",27.411,28.2
"2021_8_30_14_3",26.462,29.3
"2021_8_30_15_0",27.281,30.3
"2021_8_30_15_1",28.947,32.4
"2021_8_30_15_2",28.523,30.8
"2021_8_30_15_3",28.638,31.5
"2021_8_30_16_0",29.382,30.4
"2021_8_30_16_1",28.63,29.6
"2021_8_30_16_2",28.617,29
"2021_8_30_16_3",29.207,29.1
"2021_8_30_17_0",27.95,28.4
"2021_8_30_17_1",28.233,28.1
"2021_8_30_17_2",28.123,27.8
"2021_8_30_17_3",27.45,27.3
"2021_8_30_18_0",25.943,25.8
"2021_8_30_18_1",25.53,25.6
"2021_8_30_18_2",25.658,25.8
"2021_8_30_18_3",24.939,24.9
"2021_8_30_19_0",24.178,24
"2021_8_30_19_1",22.643,21.9
"2021_8_30_19_2",20.734,20
"2021_8_30_19_3",19.615,18.9
"2021_8_30_20_0",19.093,18.4
"2021_8_30_20_1",18.561,17.9
"2021_8_30_20_2",18.527,17.8
"2021_8_30_20_3",18.556,17.8
"2021_8_30_21_0",18.429,17.6
"2021_8_30_21_1",18.179,17.4
"2021_8_30_21_2",18.112,17.3
"2021_8_30_21_3",17.901,17.2
"2021_8_30_22_0",17.871,17.1
"2021_8_30_22_1",17.749,17
"2021_8_30_22_2",17.537,16.8
"2021_8_30_22_3",17.479,16.8
"2021_8_30_23_0",17.436,16.9
"2021_8_30_23_1",17.51,16.8
"2021_8_30_23_2",17.292,16.4
"2021_8_30_23_3",16.769,16.1
"2021_8_31_0_0",16.711,15.8
"2021_8_31_0_1",16.266,15.3
"2021_8_31_0_2",15.985,15.3
"2021_8_31_0_3",16.055,15.6
"2021_8_31_1_0",16.184,15.5
"2021_8_31_1_1",15.758,15.1
"2021_8_31_1_2",15.667,15
"2021_8_31_1_3",15.83,15.2
"2021_8_31_2_0",15.955,15.2
"2021_8_31_2_1",15.876,14.9
"2021_8_31_2_2",15.503,14.6
"2021_8_31_2_3",15.212,14.3
"2021_8_31_3_0",15.001,14.2
"2021_8_31_3_1",14.723,14.1
"2021_8_31_3_2",14.765,14.2
"2021_8_31_3_3",15.163,14.6
"2021_8_31_4_0",15.543,14.8
"2021_8_31_4_1",15.442,14.7
"2021_8_31_4_2",15.543,14.7
"2021_8_31_4_3",15.414,14.6
"2021_8_31_5_0",15.139,14.3
"2021_8_31_5_1",15.03,14.5
"2021_8_31_5_2",15.436,14.7
"2021_8_31_5_3",15.139,14.4
"2021_8_31_6_0",15.058,14
"2021_8_31_6_1",14.43,13.8
"2021_8_31_6_2",14.288,13.5
"2021_8_31_6_3",14.194,13.5
"2021_8_31_7_0",14.459,14
"2021_8_31_7_1",15.245,14.7
"2021_8_31_7_2",16.274,15.6
"2021_8_31_7_3",17.412,16.9
"2021_8_31_8_0",18.183,17.1
"2021_8_31_8_1",18.54,18
"2021_8_31_8_2",19.728,18.8
"2021_8_31_8_3",19.697,18.9
"2021_8_31_9_0",19.042,18.7
"2021_8_31_9_1",18.987,18.7
"2021_8_31_9_2",19.398,19
"2021_8_31_9_3",19.937,19.6
"2021_8_31_10_0",20.781,20.6
"2021_8_31_10_1",20.792,20.7
"2021_8_31_10_2",22.91,23.1
"2021_8_31_10_3",22.658,23.9
"2021_8_31_11_0",24.345,25
"2021_8_31_11_1",24.889,25.8
"2021_8_31_11_2",25.692,26.3
"2021_8_31_11_3",26.15,25.6
"2021_8_31_12_0",26.724,27.2
"2021_8_31_12_1",26.634,27.9
"2021_8_31_12_2",26.637,29.1
"2021_8_31_12_3",27.83,29
"2021_8_31_13_0",26.304,28.1
"2021_8_31_13_1",26.946,29.8
"2021_8_31_13_2",27.511,31.1
"2021_8_31_13_3",27.048,30.5
"2021_8_31_14_0",27.519,31.4
"2021_8_31_14_1",26.549,31.1
"2021_8_31_14_2",28.348,30.4
"2021_8_31_14_3",26.718,30.3
"2021_8_31_15_0",27.394,31.1
"2021_8_31_15_1",29.149,32.3
"2021_8_31_15_2",28.779,31.6
"2021_8_31_15_3",27.354,31
"2021_8_31_16_0",29.535,30.1
"2021_8_31_16_1",29.062,30.4
"2021_8_31_16_2",29.474,30.3
"2021_8_31_16_3",29.221,30.3
"2021_8_31_17_0",29.676,29.4
"2021_8_31_17_1",30.049,29.6
"2021_8_31_17_2",25.855,25.5
"2021_8_31_17_3",23.009,22.9
"2021_8_31_18_0",21.869,21.6
"2021_8_31_18_1",22.323,22.1
"2021_8_31_18_2",24.189,23.6
"2021_8_31_18_3",23.474,22.7
"2021_8_31_19_0",22.511,21.8
"2021_8_31_19_1",21.678,20.8
"2021_8_31_19_2",20.714,20
"2021_8_31_19_3",20.109,19.3
"2021_8_31_20_0",19.532,18.8
"2021_8_31_20_1",19.228,18.4
"2021_8_31_20_2",18.683,17.9
"2021_8_31_20_3",18.157,17.2
"2021_8_31_21_0",17.977,17.1
"2021_8_31_21_1",17.894,17.2
"2021_8_31_21_2",17.754,16.9
"2021_8_31_21_3",17.437,16.6
"2021_8_31_22_0",16.932,16.2
"2021_8_31_22_1",16.671,16
"2021_8_31_22_2",16.676,16.1
"2021_8_31_22_3",16.827,16.1
"2021_8_31_23_0",16.975,16.2
"2021_8_31_23_1",16.6,15.9
"2021_8_31_23_2",16.585,15.8
"2021_8_31_23_3",16.659,15.7
"2021_9_1_0_0",16.287,15.6
"2021_9_1_0_1",16.214,15.3
"2021_9_1_0_2",15.778,15.1
"2021_9_1_0_3",15.52,15.1
"2021_9_1_1_0",15.346,14.8
"2021_9_1_1_1",15.451,14.7
"2021_9_1_1_2",15.457,14.6
"2021_9_1_1_3",15.367,14.5
"2021_9_1_2_0",15.106,14.5
"2021_9_1_2_1",15.161,14.4
"2021_9_1_2_2",14.774,14.2
"2021_9_1_2_3",14.762,14.1
"2021_9_1_3_0",14.571,13.9
"2021_9_1_3_1",14.295,13.7
"2021_9_1_3_2",14.238,13.6
"2021_9_1_3_3",14.381,13.6
"2021_9_1_4_0",14.162,13.5
"2021_9_1_4_1",13.925,13.4
"2021_9_1_4_2",14.035,13.6
"2021_9_1_4_3",14.11,13.3
"2021_9_1_5_0",13.846,13.2
"2021_9_1_5_1",13.705,13
"2021_9_1_5_2",13.608,13
"2021_9_1_5_3",13.625,12.9
"2021_9_1_6_0",13.494,12.8
"2021_9_1_6_1",13.233,12.7
"2021_9_1_6_2",13.219,12.7
"2021_9_1_6_3",13.464,12.8
"2021_9_1_7_0",13.805,12.9
"2021_9_1_7_1",14.132,13.5
"2021_9_1_7_2",14.72,14.2
"2021_9_1_7_3",15.561,15.2
"2021_9_1_8_0",16.88,16.4
"2021_9_1_8_1",18.097,17.4
"2021_9_1_8_2",18.852,18.7
"2021_9_1_8_3",20.064,20
"2021_9_1_9_0",20.79,21
"2021_9_1_9_1",21.355,22
"2021_9_1_9_2",22.577,22.9
"2021_9_1_9_3",23.273,23.2
"2021_9_1_10_0",24.24,24.3
"2021_9_1_10_1",24.058,25
"2021_9_1_10_2",25.092,25.6
"2021_9_1_9_2",25.168,22.9
"2021_9_1_10_3",25.547,26.9
"2021_9_1_11_0",26.411,27.3
"2021_9_1_11_1",26.819,27.7
"2021_9_1_11_2",27.218,28.2
"2021_9_1_11_3",27.497,28.6
"2021_9_1_12_0",28.034,29.6
"2021_9_1_12_1",27.727,29.6
"2021_9_1_12_2",27.45,29.8
"2021_9_1_12_3",28.312,30.2
"2021_9_1_13_0",27.393,29.2
"2021_9_1_13_1",28.068,30.6
"2021_9_1_13_2",27.73,30.8
"2021_9_1_13_3",26.277,28.6
"2021_9_1_14_0",27.229,30.6
"2021_9_1_14_1",28.351,31.9
"2021_9_1_14_2",28.072,31.4
"2021_9_1_14_3",29.18,32.9
"2021_9_1_15_0",26.338,27.4
"2021_9_1_15_1",27.152,30
"2021_9_1_15_2",29.098,31.5
"2021_9_1_15_3",29.399,32
"2021_9_1_16_0",28.79,30.6
"2021_9_1_16_1",29.499,30.2
"2021_9_1_16_2",29.41,29.4
"2021_9_1_16_3",28.936,29.2
"2021_9_1_17_0",28.509,28.4
"2021_9_1_17_1",28.43,28.3
"2021_9_1_17_2",27.688,27.5
"2021_9_1_17_3",27.138,26.9
"2021_9_1_18_0",26.767,26.6
"2021_9_1_18_1",26.094,26
"2021_9_1_18_2",25.617,25.5
"2021_9_1_18_3",24.795,24.9
"2021_9_1_19_0",23.955,24
"2021_9_1_19_1",23.055,22.8
"2021_9_1_19_2",22.148,21.7
"2021_9_1_19_3",21.035,20.8
"2021_9_1_20_0",20.528,20
"2021_9_1_20_1",19.887,19.3
"2021_9_1_20_2",19.209,18.8
"2021_9_1_20_3",18.704,18.4
"2021_9_1_21_0",18.509,18.1
"2021_9_1_21_1",18.078,17.7
"2021_9_1_21_2",18.152,17.6
"2021_9_1_21_3",18.112,17.5
"2021_9_1_22_0",17.727,17.1
"2021_9_1_22_1",17.526,16.7
"2021_9_1_22_2",17.146,16.5
"2021_9_1_22_3",16.979,16.3
"2021_9_1_23_0",16.618,16.1
"2021_9_1_23_1",16.78,16.1
"2021_9_1_23_2",16.825,16.1
"2021_9_1_23_3",16.534,15.9
"2021_9_2_0_0",16.674,16
"2021_9_2_0_1",16.61,15.9
"2021_9_2_0_2",16.414,15.4
"2021_9_2_0_3",16.085,15.3
"2021_9_2_1_0",15.648,15
"2021_9_2_1_1",15.412,14.7
"2021_9_2_1_2",15.373,14.7
"2021_9_2_1_3",15.07,14.6
"2021_9_2_2_0",15.167,14.4
"2021_9_2_2_1",15.137,14.3
"2021_9_2_2_2",14.978,14.2
"2021_9_2_2_3",14.87,14.2
"2021_9_2_3_0",14.833,14.1
"2021_9_2_3_1",14.901,14.2
"2021_9_2_3_2",14.9,14.3
"2021_9_2_3_3",15.16,14.4
"2021_9_2_4_0",15.225,14.5
"2021_9_2_4_1",15.191,14.3
"2021_9_2_4_2",15.464,14.3
"2021_9_2_4_3",15.242,14.2
"2021_9_2_5_0",15.024,14.1
"2021_9_2_5_1",15.067,14.2
"2021_9_2_5_2",15.23,14.5
"2021_9_2_5_3",15.296,14.4
"2021_9_2_6_0",15.429,14.4
"2021_9_2_6_1",15.585,14.7
"2021_9_2_6_2",15.636,14.8
"2021_9_2_6_3",15.421,14.6
"2021_9_2_7_0",15.611,14.8
"2021_9_2_7_1",15.851,14.9
"2021_9_2_7_2",16.088,15.2
"2021_9_2_7_3",16.786,15.9
"2021_9_2_8_0",18.317,17.4
"2021_9_2_8_1",19.236,18.3
"2021_9_2_8_2",20.216,19.4
"2021_9_2_8_3",21.284,20.4
"2021_9_2_9_0",22.123,21.4
"2021_9_2_9_1",23.082,22.3
"2021_9_2_9_2",23.719,23.1
"2021_9_2_9_3",23.71,23.4
"2021_9_2_10_0",24.291,23.8
"2021_9_2_10_1",24.898,25.6
"2021_9_2_10_2",25.187,25
"2021_9_2_10_3",25.296,25.4
"2021_9_2_11_0",25.579,25.9
"2021_9_2_11_1",26.34,26.4
"2021_9_2_11_2",26.622,27
"2021_9_2_11_3",26.78,27.3
"2021_9_2_12_0",27.049,27.8
"2021_9_2_12_1",26.986,28.2
"2021_9_2_12_2",26.972,28.4
"2021_9_2_12_3",27.354,28.5
"2021_9_2_13_0",28.148,29
"2021_9_2_13_1",27.608,29.4
"2021_9_2_13_2",27.422,29.8
"2021_9_2_13_3",27.772,31
"2021_9_2_14_0",27.31,31.2
"2021_9_2_14_1",28.038,31.7
"2021_9_2_14_2",28.162,31.5
"2021_9_2_14_3",29.188,32
"2021_9_2_15_0",28.709,32.2
"2021_9_2_15_1",28.051,31.6
"2021_9_2_15_2",29.095,32.3
"2021_9_2_15_3",29.494,31.4
"2021_9_2_16_0",28.791,29.8
"2021_9_2_16_1",28.757,29.4
"2021_9_2_16_2",25.243,23.7
"2021_9_2_16_3",27.132,26.1
"2021_9_2_17_0",27.568,27.2
"2021_9_2_17_1",27.634,27.4
"2021_9_2_17_2",27.136,27.3
"2021_9_2_17_3",26.786,26.8
"2021_9_2_18_0",26.263,26.2
