"timestamp_normalizzato","target","evja_temp"
"2021_8_27_5_0",18.727,18.2
"2021_8_27_5_1",18.641,18
"2021_8_27_5_2",18.411,17.8
"2021_8_27_5_3",18.154,17.5
"2021_8_27_6_0",17.966,17.3
"2021_8_27_6_1",17.852,17.4
"2021_8_27_6_2",18.071,17.4
"2021_8_27_6_3",18.096,17.5
"2021_8_27_7_0",17.95,17.2
"2021_8_27_7_1",17.665,17
"2021_8_27_7_2",17.497,16.9
"2021_8_27_7_3",17.495,16.9
"2021_8_27_8_0",17.473,16.9
"2021_8_27_8_1",17.367,16.8
"2021_8_27_8_2",17.363,16.8
"2021_8_27_8_3",17.595,16.9
"2021_8_27_9_0",17.174,16.5
"2021_8_27_9_1",16.957,16.2
"2021_8_27_9_2",16.549,15.8
"2021_8_27_9_3",16.496,15.8
"2021_8_27_10_0",16.435,15.5
"2021_8_27_10_1",16.242,15.6
"2021_8_27_10_2",16.643,16.1
"2021_8_27_10_3",17.063,16.3
"2021_8_27_11_0",16.984,16.6
"2021_8_27_11_1",17.987,16.9
"2021_8_27_11_2",17.39,16.8
"2021_8_27_11_3",17.845,17.6
"2021_8_27_12_0",19.576,19.2
"2021_8_27_12_1",20.341,19.2
"2021_8_27_12_2",20.402,19.7
"2021_8_27_12_3",22.796,21.2
"2021_8_27_13_0",22.531,21.4
"2021_8_27_13_1",22.049,21.4
"2021_8_27_13_2",21.032,22.9
"2021_8_27_13_3",24.632,24.6
"2021_8_27_14_0",24.27,26.4
"2021_8_27_14_1",24.303,26.5
"2021_8_27_14_2",24.377,26.9
"2021_8_27_14_3",24.315,26.9
"2021_8_27_15_0",24.962,27
"2021_8_27_15_1",24.653,27.6
"2021_8_27_15_2",24.986,27.9
"2021_8_27_15_3",25.222,27
"2021_8_27_16_0",24.217,26.5
"2021_8_27_16_1",25.231,25.8
"2021_8_27_16_2",25.483,26.2
"2021_8_27_16_3",25.224,25.8
"2021_8_27_17_0",22.574,22.2
"2021_8_27_17_1",23.972,23.5
"2021_8_27_17_2",23.827,22.6
"2021_8_27_17_3",22.982,22.5
"2021_8_27_18_0",23.943,23.1
"2021_8_27_18_1",22.38,21.8
"2021_8_27_18_2",21.901,21.6
"2021_8_27_18_3",21.785,21.1
"2021_8_27_19_0",21.618,21.1
"2021_8_27_19_1",21.34,20.6
"2021_8_27_19_2",20.394,19.7
"2021_8_27_19_3",19.478,18.6
"2021_8_27_20_0",18.732,17.9
"2021_8_27_20_1",18.143,17.6
"2021_8_27_20_2",17.958,17.6
"2021_8_27_20_3",18.265,17.4
"2021_8_27_21_0",17.742,16.9
"2021_8_27_21_1",17.198,16.4
"2021_8_27_21_2",16.72,16
"2021_8_27_21_3",16.315,15.6
"2021_8_27_22_0",16.237,15.5
"2021_8_27_22_1",15.98,15.3
"2021_8_27_22_2",15.84,15.2
"2021_8_27_22_3",15.673,15
"2021_8_27_23_0",15.436,14.8
"2021_8_27_23_1",15.436,14.6
"2021_8_27_23_2",15.269,14.5
"2021_8_27_23_3",15.234,14.5
"2021_8_28_0_0",15.449,14.6
"2021_8_28_0_1",15.597,14.8
"2021_8_28_0_2",15.783,14.9
"2021_8_28_0_3",15.64,14.8
"2021_8_28_1_0",15.654,15.1
"2021_8_28_1_1",15.669,14.7
"2021_8_28_1_2",15.264,14.4
"2021_8_28_1_3",14.824,14.1
"2021_8_28_2_0",14.608,13.7
"2021_8_28_2_1",14.357,13.5
"2021_8_28_2_2",14.415,13.9
"2021_8_28_2_3",14.747,14.1
"2021_8_28_3_0",14.868,14.2
"2021_8_28_3_1",14.961,14.1
"2021_8_28_3_2",15.127,14.5
"2021_8_28_3_3",15.282,14.6
"2021_8_28_4_0",15.306,14.6
"2021_8_28_4_1",15.534,14.8
"2021_8_28_4_2",15.667,14.9
"2021_8_28_4_3",15.761,15.1
"2021_8_28_5_0",15.776,15.1
"2021_8_28_5_1",15.754,14.9
"2021_8_28_5_2",15.833,15.1
"2021_8_28_5_3",15.943,15.1
"2021_8_28_6_0",15.727,15.1
"2021_8_28_6_1",15.757,15.2
"2021_8_28_6_2",15.889,15.3
"2021_8_28_6_3",15.901,15.3
"2021_8_28_7_0",16.02,15.3
"2021_8_28_7_1",15.87,15.2
"2021_8_28_7_2",15.792,15.4
"2021_8_28_7_3",16.049,15.6
"2021_8_28_8_0",16.107,15.5
"2021_8_28_8_1",16.032,15.2
"2021_8_28_8_2",15.913,15.1
"2021_8_28_8_3",16.02,15.3
"2021_8_28_9_0",16.548,16.1
"2021_8_28_9_1",16.982,15.9
"2021_8_28_9_2",16.725,16
"2021_8_28_9_3",16.859,16.3
"2021_8_28_10_0",17.049,16.6
"2021_8_28_10_1",18.296,18
"2021_8_28_10_2",23.651,21.9
"2021_8_28_10_3",22.893,21.9
"2021_8_28_11_0",24.507,23.2
"2021_8_28_11_1",23.737,22.2
"2021_8_28_11_2",23.705,24.2
"2021_8_28_11_3",26.706,26.2
"2021_8_28_12_0",26.277,25.4
"2021_8_28_12_1",26.099,25.4
"2021_8_28_12_2",26.877,26.1
"2021_8_28_12_3",27.399,26.7
"2021_8_28_13_0",26.728,27
"2021_8_28_13_1",27.028,27.9
"2021_8_28_13_2",26.03,28.8
"2021_8_28_13_3",26.416,28.3
"2021_8_28_14_0",26.112,29.4
"2021_8_28_14_1",26.118,28.6
"2021_8_28_14_2",26.344,29.2
"2021_8_28_14_3",26.645,29.4
"2021_8_28_15_0",26.471,29.6
"2021_8_28_15_1",27.153,30.2
"2021_8_28_15_2",26.307,30.3
"2021_8_28_15_3",27.605,30.7
"2021_8_28_16_0",27.41,28
"2021_8_28_16_1",25.977,27.7
"2021_8_28_16_2",25.487,27.1
"2021_8_28_16_3",25.834,26.8
"2021_8_28_17_0",26.945,26.9
"2021_8_28_17_1",26.013,26
"2021_8_28_17_2",25.295,25.4
"2021_8_28_17_3",25.227,25
"2021_8_28_18_0",24.507,24.1
"2021_8_28_18_1",24.456,24
"2021_8_28_18_2",23.769,23.2
"2021_8_28_18_3",22.79,22.5
"2021_8_28_19_0",22.19,21.9
"2021_8_28_19_1",21.364,21.1
"2021_8_28_19_2",20.521,20.1
"2021_8_28_19_3",19.374,18.9
"2021_8_28_20_0",18.522,17.9
"2021_8_28_20_1",17.669,17.1
"2021_8_28_20_2",17.5,16.8
"2021_8_28_20_3",16.942,16.4
"2021_8_28_21_0",16.518,16.4
"2021_8_28_21_1",16.874,16.6
"2021_8_28_21_2",17.046,16.8
"2021_8_28_21_3",17.485,17
"2021_8_28_22_0",18.499,17.8
"2021_8_28_22_1",18.897,17.9
"2021_8_28_22_2",17.972,17
"2021_8_28_22_3",17.405,16.6
"2021_8_28_23_0",16.97,16.1
"2021_8_28_23_1",16.725,15.8
"2021_8_28_23_2",16.339,15.5
"2021_8_28_23_3",15.86,15.4
"2021_8_29_0_0",15.942,15.4
"2021_8_29_0_1",15.931,15.6
"2021_8_29_0_2",16.085,15.6
"2021_8_29_0_3",16.616,16
"2021_8_29_1_0",16.628,15.9
"2021_8_29_1_1",16.023,15.1
"2021_8_29_1_2",15.678,15
"2021_8_29_1_3",15.687,15
"2021_8_29_2_0",15.651,14.9
"2021_8_29_2_1",15.511,14.8
"2021_8_29_2_2",15.217,14.5
"2021_8_29_2_3",15.01,14.1
"2021_8_29_3_0",14.463,13.6
"2021_8_29_3_1",14.415,13.4
"2021_8_29_3_2",13.984,13
"2021_8_29_3_3",13.572,12.6
"2021_8_29_4_0",13.344,12.7
"2021_8_29_4_1",13.309,12.4
"2021_8_29_4_2",13.178,12.2
"2021_8_29_4_3",12.769,11.9
"2021_8_29_5_0",12.773,11.9
"2021_8_29_5_1",12.607,11.7
"2021_8_29_5_2",12.619,11.7
"2021_8_29_5_3",12.444,11.5
"2021_8_29_6_0",12.207,11.4
"2021_8_29_6_1",12.335,11.5
"2021_8_29_6_2",12.653,11.8
"2021_8_29_6_3",12.758,11.8
"2021_8_29_7_0",12.85,11.8
"2021_8_29_7_1",13.148,12.4
"2021_8_29_7_2",14.044,13.1
"2021_8_29_7_3",14.027,13.4
"2021_8_29_8_0",15.761,15.2
"2021_8_29_8_1",17.286,16.1
"2021_8_29_8_2",18.843,17.2
"2021_8_29_8_3",21.637,18.6
"2021_8_29_9_0",23.288,19.6
"2021_8_29_9_1",24.729,20.2
"2021_8_29_9_2",25.077,21.4
"2021_8_29_9_3",26.743,22.4
"2021_8_29_10_0",27.055,23
"2021_8_29_10_1",27.514,25.1
"2021_8_29_10_2",25.817,23.3
"2021_8_29_10_3",26.989,25
"2021_8_29_11_0",26.306,24.1
"2021_8_29_11_1",27.468,26.1
"2021_8_29_11_2",27.445,26.6
"2021_8_29_11_3",27.144,26.9
"2021_8_29_12_0",27.172,25.8
"2021_8_29_12_1",26.749,25.6
"2021_8_29_12_2",27.109,25.6
"2021_8_29_12_3",27.879,26.6
"2021_8_29_13_0",30.389,28.2
"2021_8_29_13_1",30.178,28.6
"2021_8_29_13_2",27.847,29.5
"2021_8_29_13_3",27.333,28.8
"2021_8_29_14_0",27.55,30.2
"2021_8_29_14_1",27.401,31
"2021_8_29_14_2",28.891,30.6
"2021_8_29_14_3",26.867,29.6
"2021_8_29_15_0",26.285,29.7
"2021_8_29_15_1",27.998,30.9
"2021_8_29_15_2",28.148,30.3
"2021_8_29_15_3",28.667,30.1
"2021_8_29_16_0",27.527,30.1
"2021_8_29_16_1",27.83,28.8
"2021_8_29_16_2",28.343,28.3
"2021_8_29_16_3",28.259,28.1
"2021_8_29_17_0",27.856,27.7
"2021_8_29_17_1",27.579,26.7
"2021_8_29_17_2",26.246,25.6
"2021_8_29_17_3",25.003,24.7
"2021_8_29_18_0",25.336,25
"2021_8_29_18_1",24.552,24
"2021_8_29_18_2",24.532,23.8
"2021_8_29_18_3",23.722,23.4
"2021_8_29_19_0",23.459,23.1
"2021_8_29_19_1",22.778,22.5
"2021_8_29_19_2",22.067,21.6
"2021_8_29_19_3",20.974,20.4
"2021_8_29_20_0",19.894,19.4
"2021_8_29_20_1",19.132,18.7
"2021_8_29_20_2",18.971,18.2
"2021_8_29_20_3",18.548,17.9
"2021_8_29_21_0",18.427,17.5
"2021_8_29_21_1",17.781,17
"2021_8_29_21_2",17.522,16.8
"2021_8_29_21_3",17.393,16.7
"2021_8_29_22_0",17.448,17
"2021_8_29_22_1",17.801,17.4
"2021_8_29_22_2",17.932,17.3
"2021_8_29_22_3",17.546,17
"2021_8_29_23_0",17.353,16.5
"2021_8_29_23_1",17.162,16.4
"2021_8_29_23_2",17.262,16.6
"2021_8_29_23_3",17.422,16.7
"2021_8_30_0_0",17.201,16.3
"2021_8_30_0_1",16.853,16.5
"2021_8_30_0_2",16.997,16.3
"2021_8_30_0_3",16.694,16.1
"2021_8_30_1_0",16.671,16.2
"2021_8_30_1_1",16.909,16.4
"2021_8_30_1_2",17.079,16.3
"2021_8_30_1_3",16.985,16.2
"2021_8_30_2_0",16.973,16.5
"2021_8_30_2_1",17.171,16.4
"2021_8_30_2_2",17.07,16.4
"2021_8_30_2_3",17.11,16.3
"2021_8_30_3_0",16.765,15.9
"2021_8_30_3_1",16.214,15.4
"2021_8_30_3_2",15.909,15
"2021_8_30_3_3",15.658,14.8
"2021_8_30_4_0",15.343,14.5
"2021_8_30_4_1",15.021,14.2
"2021_8_30_4_2",14.874,14
"2021_8_30_4_3",14.628,13.9
"2021_8_30_5_0",14.391,13.5
"2021_8_30_5_1",14.189,13.5
"2021_8_30_5_2",14.117,13.2
"2021_8_30_5_3",13.811,12.8
"2021_8_30_6_0",13.541,12.5
"2021_8_30_6_1",13.231,12.2
"2021_8_30_6_2",13.016,12.1
"2021_8_30_6_3",12.909,12
"2021_8_30_7_0",13.139,12.3
"2021_8_30_7_1",13.669,12.8
"2021_8_30_7_2",14.412,13.7
"2021_8_30_7_3",15.575,15
"2021_8_30_8_0",17.124,16.3
"2021_8_30_8_1",18.552,17.5
"2021_8_30_8_2",20.393,18.8
"2021_8_30_8_3",21.742,19.7
"2021_8_30_9_0",24.012,20.9
"2021_8_30_9_1",25.118,21.7
"2021_8_30_9_2",26.613,22.4
"2021_8_30_9_3",26.384,23.2
"2021_8_30_10_0",25.354,22.5
"2021_8_30_10_1",22.791,23.3
"2021_8_30_10_2",25.512,24
"2021_8_30_10_3",25.386,25.2
"2021_8_30_11_0",26.169,25.6
"2021_8_30_11_1",26.038,25.3
"2021_8_30_11_2",26.764,25.9
"2021_8_30_11_3",26.709,27.8
"2021_8_30_12_0",27.379,27.4
"2021_8_30_12_1",28.513,26.6
"2021_8_30_12_2",28.686,28.1
"2021_8_30_12_3",29.344,28.1
"2021_8_30_13_0",28.607,28.7
"2021_8_30_13_1",29.05,30.2
"2021_8_30_13_2",29.382,30.8
"2021_8_30_13_3",28.871,31
"2021_8_30_14_0",29.605,29.3
"2021_8_30_14_1",26.624,29.6
"2021_8_30_14_2",28.003,28.2
"2021_8_30_14_3",26.036,29.3
"2021_8_30_15_0",27.544,30.3
"2021_8_30_15_1",29.223,32.4
"2021_8_30_15_2",29.277,30.8
"2021_8_30_15_3",28.608,31.5
"2021_8_30_16_0",28.332,30.4
"2021_8_30_16_1",28,29.6
"2021_8_30_16_2",28.283,29
"2021_8_30_16_3",28.714,29.1
"2021_8_30_17_0",28.075,28.4
"2021_8_30_17_1",27.849,28.1
"2021_8_30_17_2",27.633,27.8
"2021_8_30_17_3",27.373,27.3
"2021_8_30_18_0",26.648,25.8
"2021_8_30_18_1",25.531,25.6
"2021_8_30_18_2",26.061,25.8
"2021_8_30_18_3",25.442,24.9
"2021_8_30_19_0",24.237,24
"2021_8_30_19_1",22.775,21.9
"2021_8_30_19_2",20.878,20
"2021_8_30_19_3",19.597,18.9
"2021_8_30_20_0",18.979,18.4
"2021_8_30_20_1",18.449,17.9
"2021_8_30_20_2",18.369,17.8
"2021_8_30_20_3",18.415,17.8
"2021_8_30_21_0",18.331,17.6
"2021_8_30_21_1",18.142,17.4
"2021_8_30_21_2",18.039,17.3
"2021_8_30_21_3",17.895,17.2
"2021_8_30_22_0",17.773,17.1
"2021_8_30_22_1",17.595,17
"2021_8_30_22_2",17.473,16.8
"2021_8_30_22_3",17.263,16.8
"2021_8_30_23_0",17.418,16.9
"2021_8_30_23_1",17.461,16.8
"2021_8_30_23_2",17.067,16.4
"2021_8_30_23_3",16.479,16.1
"2021_8_31_0_0",16.622,15.8
"2021_8_31_0_1",16.205,15.3
"2021_8_31_0_2",16.043,15.3
"2021_8_31_0_3",16.074,15.6
"2021_8_31_1_0",16.152,15.5
"2021_8_31_1_1",15.824,15.1
"2021_8_31_1_2",15.424,15
"2021_8_31_1_3",16.053,15.2
"2021_8_31_2_0",16.019,15.2
"2021_8_31_2_1",15.767,14.9
"2021_8_31_2_2",15.397,14.6
"2021_8_31_2_3",15.075,14.3
"2021_8_31_3_0",14.849,14.2
"2021_8_31_3_1",14.759,14.1
"2021_8_31_3_2",14.668,14.2
"2021_8_31_3_3",15.116,14.6
"2021_8_31_4_0",15.317,14.8
"2021_8_31_4_1",15.467,14.7
"2021_8_31_4_2",15.396,14.7
"2021_8_31_4_3",15.355,14.6
"2021_8_31_5_0",14.992,14.3
"2021_8_31_5_1",15.004,14.5
"2021_8_31_5_2",15.523,14.7
"2021_8_31_5_3",15.191,14.4
"2021_8_31_6_0",14.764,14
"2021_8_31_6_1",14.592,13.8
"2021_8_31_6_2",14.409,13.5
"2021_8_31_6_3",14.194,13.5
"2021_8_31_7_0",14.554,14
"2021_8_31_7_1",15.369,14.7
"2021_8_31_7_2",16.321,15.6
"2021_8_31_7_3",17.564,16.9
"2021_8_31_8_0",18.61,17.1
"2021_8_31_8_1",18.31,18
"2021_8_31_8_2",20.968,18.8
"2021_8_31_8_3",19.752,18.9
"2021_8_31_9_0",20.298,18.7
"2021_8_31_9_1",19.331,18.7
"2021_8_31_9_2",19.793,19
"2021_8_31_9_3",20.348,19.6
"2021_8_31_10_0",21.878,20.6
"2021_8_31_10_1",21.175,20.7
"2021_8_31_10_2",23.889,23.1
"2021_8_31_10_3",23.058,23.9
"2021_8_31_11_0",26.68,25
"2021_8_31_11_1",26.969,25.8
"2021_8_31_11_2",27.895,26.3
"2021_8_31_11_3",28.295,25.6
"2021_8_31_12_0",29.391,27.2
"2021_8_31_12_1",28.95,27.9
"2021_8_31_12_2",30.558,29.1
"2021_8_31_12_3",31.082,29
"2021_8_31_13_0",29.043,28.1
"2021_8_31_13_1",29.93,29.8
"2021_8_31_13_2",29.062,31.1
"2021_8_31_13_3",29.017,30.5
"2021_8_31_14_0",28.799,31.4
"2021_8_31_14_1",28.374,31.1
"2021_8_31_14_2",28.501,30.4
"2021_8_31_14_3",25.357,30.3
"2021_8_31_15_0",27.233,31.1
"2021_8_31_15_1",30.672,32.3
"2021_8_31_15_2",29.162,31.6
"2021_8_31_15_3",27.046,31
"2021_8_31_16_0",28.641,30.1
"2021_8_31_16_1",30.724,30.4
"2021_8_31_16_2",30.06,30.3
"2021_8_31_16_3",29.474,30.3
"2021_8_31_17_0",29.368,29.4
"2021_8_31_17_1",29.418,29.6
"2021_8_31_17_2",26.048,25.5
"2021_8_31_17_3",22.691,22.9
"2021_8_31_18_0",21.701,21.6
"2021_8_31_18_1",21.558,22.1
"2021_8_31_18_2",23.726,23.6
"2021_8_31_18_3",23.536,22.7
"2021_8_31_19_0",22.655,21.8
"2021_8_31_19_1",21.861,20.8
"2021_8_31_19_2",20.801,20
"2021_8_31_19_3",20.22,19.3
"2021_8_31_20_0",19.399,18.8
"2021_8_31_20_1",19.204,18.4
"2021_8_31_20_2",18.634,17.9
"2021_8_31_20_3",18.023,17.2
"2021_8_31_21_0",17.593,17.1
"2021_8_31_21_1",17.568,17.2
"2021_8_31_21_2",17.587,16.9
"2021_8_31_21_3",17.303,16.6
"2021_8_31_22_0",17.06,16.2
"2021_8_31_22_1",16.74,16
"2021_8_31_22_2",16.618,16.1
"2021_8_31_22_3",16.841,16.1
"2021_8_31_23_0",16.819,16.2
"2021_8_31_23_1",16.662,15.9
"2021_8_31_23_2",16.618,15.8
"2021_8_31_23_3",16.572,15.7
"2021_9_1_0_0",16.213,15.6
"2021_9_1_0_1",16.074,15.3
"2021_9_1_0_2",15.909,15.1
"2021_9_1_0_3",15.94,15.1
"2021_9_1_1_0",15.478,14.8
"2021_9_1_1_1",15.4,14.7
"2021_9_1_1_2",15.424,14.6
"2021_9_1_1_3",15.24,14.5
"2021_9_1_2_0",15.134,14.5
"2021_9_1_2_1",15.01,14.4
"2021_9_1_2_2",14.922,14.2
"2021_9_1_2_3",14.91,14.1
"2021_9_1_3_0",14.782,13.9
"2021_9_1_3_1",14.583,13.7
"2021_9_1_3_2",14.438,13.6
"2021_9_1_3_3",14.557,13.6
"2021_9_1_4_0",14.393,13.5
"2021_9_1_4_1",14.286,13.4
"2021_9_1_4_2",14.409,13.6
"2021_9_1_4_3",14.062,13.3
"2021_9_1_5_0",14.156,13.2
"2021_9_1_5_1",13.885,13
"2021_9_1_5_2",13.934,13
"2021_9_1_5_3",13.742,12.9
"2021_9_1_6_0",13.793,12.8
"2021_9_1_6_1",13.536,12.7
"2021_9_1_6_2",13.412,12.7
"2021_9_1_6_3",13.542,12.8
"2021_9_1_7_0",13.702,12.9
"2021_9_1_7_1",14.197,13.5
"2021_9_1_7_2",14.873,14.2
"2021_9_1_7_3",15.879,15.2
"2021_9_1_8_0",17.46,16.4
"2021_9_1_8_1",18.876,17.4
"2021_9_1_8_2",20.907,18.7
"2021_9_1_8_3",23.049,20
"2021_9_1_9_0",25.218,21
"2021_9_1_9_1",27.224,22
"2021_9_1_9_2",27.944,22.9
"2021_9_1_9_3",27.256,23.2
"2021_9_1_10_0",28.801,24.3
"2021_9_1_10_1",29.004,25
"2021_9_1_10_2",28.998,25.6
"2021_9_1_9_2",27.944,22.9
"2021_9_1_10_3",30.06,26.9
"2021_9_1_11_0",30.302,27.3
"2021_9_1_11_1",29.938,27.7
"2021_9_1_11_2",30.639,28.2
"2021_9_1_11_3",30.377,28.6
"2021_9_1_12_0",31.563,29.6
"2021_9_1_12_1",30.925,29.6
"2021_9_1_12_2",30.488,29.8
"2021_9_1_12_3",31.631,30.2
"2021_9_1_13_0",30.145,29.2
"2021_9_1_13_1",31.564,30.6
"2021_9_1_13_2",30.25,30.8
"2021_9_1_13_3",26.396,28.6
"2021_9_1_14_0",29.067,30.6
"2021_9_1_14_1",29.58,31.9
"2021_9_1_14_2",29.302,31.4
"2021_9_1_14_3",30.372,32.9
"2021_9_1_15_0",25.617,27.4
"2021_9_1_15_1",28.017,30
"2021_9_1_15_2",28.857,31.5
"2021_9_1_15_3",29.413,32
"2021_9_1_16_0",28.62,30.6
"2021_9_1_16_1",28.861,30.2
"2021_9_1_16_2",28.652,29.4
"2021_9_1_16_3",28.366,29.2
"2021_9_1_17_0",28.151,28.4
"2021_9_1_17_1",28.439,28.3
"2021_9_1_17_2",27.541,27.5
"2021_9_1_17_3",27.259,26.9
"2021_9_1_18_0",27.12,26.6
"2021_9_1_18_1",26.236,26
"2021_9_1_18_2",25.636,25.5
"2021_9_1_18_3",24.862,24.9
"2021_9_1_19_0",23.996,24
"2021_9_1_19_1",22.973,22.8
"2021_9_1_19_2",21.937,21.7
"2021_9_1_19_3",21.041,20.8
"2021_9_1_20_0",20.314,20
"2021_9_1_20_1",19.642,19.3
"2021_9_1_20_2",19.179,18.8
"2021_9_1_20_3",18.812,18.4
"2021_9_1_21_0",18.439,18.1
"2021_9_1_21_1",18.079,17.7
"2021_9_1_21_2",18.201,17.6
"2021_9_1_21_3",18.106,17.5
"2021_9_1_22_0",17.699,17.1
"2021_9_1_22_1",17.308,16.7
"2021_9_1_22_2",17.052,16.5
"2021_9_1_22_3",16.997,16.3
"2021_9_1_23_0",16.705,16.1
"2021_9_1_23_1",16.674,16.1
"2021_9_1_23_2",16.652,16.1
"2021_9_1_23_3",16.503,15.9
"2021_9_2_0_0",16.546,16
"2021_9_2_0_1",16.496,15.9
"2021_9_2_0_2",16.339,15.4
"2021_9_2_0_3",16.149,15.3
"2021_9_2_1_0",15.742,15
"2021_9_2_1_1",15.399,14.7
"2021_9_2_1_2",15.3,14.7
"2021_9_2_1_3",15.146,14.6
"2021_9_2_2_0",15.134,14.4
"2021_9_2_2_1",15.04,14.3
"2021_9_2_2_2",14.925,14.2
"2021_9_2_2_3",14.816,14.2
"2021_9_2_3_0",14.777,14.1
"2021_9_2_3_1",14.96,14.2
"2021_9_2_3_2",15.139,14.3
"2021_9_2_3_3",15.137,14.4
"2021_9_2_4_0",15.167,14.5
"2021_9_2_4_1",15.015,14.3
"2021_9_2_4_2",15.211,14.3
"2021_9_2_4_3",14.987,14.2
"2021_9_2_5_0",14.813,14.1
"2021_9_2_5_1",14.997,14.2
"2021_9_2_5_2",15.261,14.5
"2021_9_2_5_3",15.309,14.4
"2021_9_2_6_0",15.146,14.4
"2021_9_2_6_1",15.505,14.7
"2021_9_2_6_2",15.724,14.8
"2021_9_2_6_3",15.4,14.6
"2021_9_2_7_0",15.728,14.8
"2021_9_2_7_1",15.953,14.9
"2021_9_2_7_2",16.152,15.2
"2021_9_2_7_3",16.808,15.9
"2021_9_2_8_0",18.543,17.4
"2021_9_2_8_1",19.738,18.3
"2021_9_2_8_2",20.978,19.4
"2021_9_2_8_3",23.079,20.4
"2021_9_2_9_0",24.652,21.4
"2021_9_2_9_1",26.346,22.3
"2021_9_2_9_2",27.106,23.1
"2021_9_2_9_3",26.688,23.4
"2021_9_2_10_0",27.453,23.8
"2021_9_2_10_1",27.404,25.6
"2021_9_2_10_2",27.049,25
"2021_9_2_10_3",26.74,25.4
"2021_9_2_11_0",27.006,25.9
"2021_9_2_11_1",27.025,26.4
"2021_9_2_11_2",27.674,27
"2021_9_2_11_3",28.062,27.3
"2021_9_2_12_0",28.408,27.8
"2021_9_2_12_1",29.131,28.2
"2021_9_2_12_2",29.056,28.4
"2021_9_2_12_3",29.601,28.5
"2021_9_2_13_0",29.296,29
"2021_9_2_13_1",30.618,29.4
"2021_9_2_13_2",29.297,29.8
"2021_9_2_13_3",29.162,31
"2021_9_2_14_0",28.52,31.2
"2021_9_2_14_1",28.93,31.7
"2021_9_2_14_2",28.481,31.5
"2021_9_2_14_3",28.405,32
"2021_9_2_15_0",28.475,32.2
"2021_9_2_15_1",28.442,31.6
"2021_9_2_15_2",29.644,32.3
"2021_9_2_15_3",28.495,31.4
"2021_9_2_16_0",28.36,29.8
"2021_9_2_16_1",28.147,29.4
"2021_9_2_16_2",22.998,23.7
"2021_9_2_16_3",25.428,26.1
"2021_9_2_17_0",26.448,27.2
"2021_9_2_17_1",27.328,27.4
"2021_9_2_17_2",27.345,27.3
"2021_9_2_17_3",27.055,26.8
"2021_9_2_18_0",26.569,26.2
